clave_sitio,clave_de_monitoreo,nombre_del_sitio,tipo_cuerpo_de_agua,fecha_realización,año,alc_fen,alc_tot,co3,hco3,clorof_a,coli_fec,coli_tot,e_coli,cot,cot_sol,dbo_sol,dbo_tot,dqo_sol,dqo_tot,n_nh3,n_no2,n_no3,n_org,n_tot,n_totk,tox_d_48_ut,tox_d_48_sup_ut,tox_d_48_fon_ut,tox_fis_sup_15_ut,tox_fis_sup_30_ut,tox_fis_sup_5_ut,tox_fis_fon_15_ut,tox_fis_fon_30_ut,tox_fis_fon_5_ut,tox_v_15_ut,tox_v_30_ut,tox_v_5_ut,p_tot,po4_tot,orto_po4,color_ver,transparencia,abs_uv,sdt,conduc_campo,conduc_campo_sup,conduc_campo_med,conduc_campo_fon,ph_campo,ph_campo_sup,ph_campo_med,ph_campo_fon,od__,od_mg_l,od___sup,od_mg_l_sup,od___med,od_mg_l_med,cloruros_tot,fe_tot,mn_tot,saam,so4_tot,sst,triclorofluorometano,turbiedad,as_tot,cd_tot,cr_tot,hg_tot,ni_tot,pb_tot,cn_tot,pot_redox_campo_fon,pot_redox_campo_med,pot_redox_campo_sup,ca_tot,dur_tot,temp_amb,temp_agua,temp_agua_sup,temp_agua_med,temp_agua_fon,temp_agua_0_5,temp_agua_1,temp_agua_2,profundidad,caudal,nombre_del_sitio_sitio,estado,latitud,longitud,clasificacion_cdmx,temp_amb_raw,temp_agua_raw,fecha_realizacion
OCAVM2766,OCAVM2766-030515,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42125,2015.0,,,,,,11000,>24000,210,129.15,45.865,200,280,290.21,301.6,19.77475,0.083338,<0.031,22.072544,41.930632,41.847294000000005,1.51,,,,,,,,,1.75,,1.36,9.080028,,4.63615,5,,1.2829,503.04,786,,,,7.9,,,,,,,,,,,,,2.09,,176,,147,<0.0015,<0.001301,0.004203,0.000127,0.00351,0.004597,0.003512,,,,,125.43,23.2,18.6,,,,,,,,489,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,23.2,18.6,
OCAVM2766,OCAVM2766-070615,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42160,2015.0,,,,,,110,>24000,110,119.85,34.68,67.28,111.74,250.48,445.1,14.657025,0.054219,0.378969,72.824664,87.914877,87.481689,1.03,,,,,,,,,1.23,,<1,8.71649,,3.434601,125,,1.1998,440.32,688,,,,8.0,,,,,,,,,,,,,2.8972,,132,,52.9,<0.0015,<0.001301,0.004659,<0.0002013,0.007275,<0.00154,0.001478,,,,,158.6,22.1,19.3,,,,,,,,1149,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,22.1,19.3,
OCAVM2766,OCAVM2766-120715,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42191,2015.0,,,,,,4600,>24000,150,92.04,45.3,140.4,190.4,233.77,436.54,48.260124,0.058164,7.091616,39.072502,94.482406,87.332626,3.84,,,,,,,,,7.11,,6.53,7.110042,,5.350169,100,,1.2643,1118.72,1748,,,,7.7,,,,,,,,,,,,,5.2535,,120,,91,<0.0015,<0.001301,0.001927,<0.0002013,0.001725,0.007025,0.002943,,,,,107.38,23.1,21.5,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,23.1,21.5,
OCAVM2766,OCAVM2766-160815,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42247,2015.0,,,,,,>24000,>24000,2100,107.4,49.92,65.3,228.5,139.31,535.81,29.605843,0.067197,0.207939,34.565422,64.446401,64.171265,<1,,,,,,,,,<1,,<1,7.433482,,4.584719,75,,1.1055,802.5600000000001,1254,,,,7.4,,,,,,,,,,,,,4.9904,,122,,126.5,<0.0015,0.000362,0.003115,<0.0002013,0.002891,0.003882,0.005752,,,,,126.05,25.5,20.2,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,25.5,20.2,
OCAVM2766,OCAVM2766-220215,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42286,2015.0,,,,,,>24000,>24000,280,44.521,26.318,72.5,129.5,74.65,231.15,20.994354,0.038278,<0.031,18.720112,39.752744,39.714466,<1,,,,,,,,,7.86,,7.46,5.277887,,3.680783,50,,0.7648,453.12,708,,,,7.5,,,,,,,,,,,,,4.396,,68,,74.5,<0.0015,0.000456,0.002118,<0.0002013,0.00562,0.002806,0.003479,,,,,124.36,18.9,18.8,,,,,,,,933,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,18.9,18.8,
OCAVM2766,OCAVM2766-200316,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42449,2016.0,,,,,,>24000,>24000,>24000,61.04,28.85,35.5,110.5,115,262.15,28.594786,0.041411,0.043034,4.559496,33.238727,33.154282,<1,,,,,,,,,1.52,,<1,4.593707,,4.091586,35,,0.7644,488.96000000000004,764,,,,7.8,,,,,,,,,,,,,4.669,,66,,28.8,<0.0015,<0.001301,0.002554,0.000167,0.007609,0.008488,0.0052,,,,,143.97,25.3,18.1,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,25.3,18.1,
OCAVM2766,OCAVM2766-080516,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42494,2016.0,,,,,,>24000,>24000,150,127,42.34,97.8,297.5,143.16,596.9,25.863651,0.042886,0.18652,16.034897,42.127954,41.898548000000005,1.56,,,,,,,,,10.06,,10.92,7.787189,,5.710171,20,,1.5648,533.76,834,,,,7.5,,,,,,,,,,,,,3.166,,250,,214,<0.0015,<0.001301,0.003289,0.000201,0.005009,<0.00154,0.0063,,,,,115.48,24.9,20.6,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,24.9,20.6,
OCAVM2766,OCAVM2766-190616,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42545,2016.0,,,,,,>24000,>24000,>24000,76.38,24.75,51.5,118.5,244.82,436.17,26.472019,0.695647,6.801438,45.135868,79.104972,71.607887,<1,,,,,,,,,7.41,,6.54,6.270984,,3.32476,20,,,46.272,72.3,,,,7.5,,,,,,,,,,,,,4.217,,105,,87.085,<0.0015,0.000486,0.001953,0.000189,0.004177,<0.00154,0.0121,,,,,185.78,19.4,19.1,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,19.4,19.1,
OCAVM2766,OCAVM2766-070816,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42585,2016.0,,,,,,>241960,>241960,>241960,87.18,45.14,70,185,173.49,379.88,52.831165,0.045477,3.145562,10.814354,66.836558,63.645519,<1,,,,,,,,,5.42,,4.22,5.762052,,3.931499,20,,1.1318,466.56,729,,,,8.2,,,,,,,,,,,,,7.074,,167,,123.905,<0.0015,<0.001301,0.001862,<0.0002013,0.003381,0.003494,0.005786,,,,,131.16,24.4,20.6,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,24.4,20.6,
OCAVM2766,OCAVM2766-110916,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42653,2016.0,,,,,,>24000,>24000,30,44.96,34.36,53.5,113.5,83.92,241.43,53.310448,0.017849,<0.031,6.080604,59.408901,59.391052,<1,,,,,,,,,4.01,,3.53,4.302658,,2.057278,20,,0.8622,510.72,798,,,,7.7,,,,26.3,2.09,,,,,,,,3.0676,,98,,68.957,<0.0015,0.000706,0.001701,<0.0002013,0.00282,0.002327,0.003268,,,,,185.22,19.8,18.8,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,19.8,18.8,
OCAVM2766,OCAVM2766-161016,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42681,2016.0,,,,,,>24000,>24000,15,97.15,42.88,89,276,156.65,478.66,45.499565,0.006396,<0.031,58.989342,104.495303,104.488907,1.77,,,,,,,,,2.22,,1.77,9.932002,,6.361203,25,,1.316,500.48,782,,,,7.8,,,,22.3,1.55,,,,,,,,6.003,,210,,170.942,<0.0015,0.000414,0.003206,9e-05,0.00263,0.006892,0.003069,,,,,113.45,28.6,18.0,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,28.6,18.0,
OCAVM2766,OCAVM2766-120317,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42802,2017.0,,,,,,>24196,>24196,>24196,30.064,11.268,37.14,118.98,49.57,138.68,14.87307,0.42617,0.2136,35.25545,50.76829000000001,50.12852,<1,,,,,,,,,<1,<1,,6.86906,,1.27701,60,,0.149,225.28,352,,,,7.5,,,,63.9,4.7,,,,,,,,5.048,,36.25,,20,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,0.001,,,,,85.29,20.0,16.9,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,20.0,16.9,
OCAVM2766,OCAVM2766-230417,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42844,2017.0,,,,,,>2419600,>2419600,>2419600,45.384,43.848,41.87,391,203.24,570,51.59157,<0.005,<0.031,5.8782,57.46977,57.46977,3.97,,,,,,,,,1.71,2,,9.28612,,4.00003,300,,0.272,493.44,771,,,,8.0,,,,<10,<1,,,,,,,,7.944,,160,,125,<0.0015,<0.001301,0.0117,0.00013,0.0109,<0.00154,0.0015,,,,,114.1,25.0,19.3,,,,,,,,525.2,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,25.0,19.3,
OCAVM2766,OCAVM2766-280517,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42874,2017.0,,,,,,>2419600,>2419600,>2419600,78.74,39.836,85.49,452.99,125.23,700.16,46.24816,0.00622,0.04076,17.24849,63.54362999999999,63.49665,4.17,,,,,,,,,2.99,3.63,,11.06547,,3.97437,100,,0.549,501.12,783,,,,7.5,,,,<10,<1,,,,,,,,8.958,,231.25,,210,<0.0015,<0.001301,0.00655,0.000134,0.00431,<0.00154,0.001,,,,,119.18,26.0,22.9,,,,,,,,451.9,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,26.0,22.9,
OCAVM2766,OCAVM2766-090717,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42930,2017.0,,,,,,>24196,>24196,>24196,61.365,53.513,88,333,121.44,485.13,51.390411,0.005147,0.043932,14.788193,66.227683,66.178604,<1,,,,,,,,,2.9,2.03,,8.60621,,6.7629,130,,0.481,570.88,892,,,,7.9,,,,15.6,1.07,,,,,,,,3.972,,148,,95,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,0.0057,,,,,130.98,25.0,20.5,,,,,,,,781.8,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,25.0,20.5,
OCAVM2766,OCAVM2766-130817,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),42967,2017.0,,,,,,>24196,>24196,>24196,52.011,41.649,,243.45,100.28,328.33,42.28643,0.008782,0.349891,8.614796,51.259899,50.901226,<1,,,,,,,,,<1,<1,,6.37836,,2.8698,130,,0.254,480,750,,,,8.1,,,,<10,<1,,,,,,,,6.45,,121.05,,75,<0.0015,<0.001301,0.0075,0.000121,0.0062,<0.00154,0.0037,,,,,102.18,25.0,21.4,,,,,,,,1030,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,25.0,21.4,
OCAVM2766,OCAVM2766-240917,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),43018,2017.0,,,,,,>2419600,>2419600,>2419600,7.35,7.35,5.25,25.06,96.36,557.44,32.51781,0.00637,0.06225,18.1603,50.74672999999999,50.67811,1.78,,,,,,,,,2.52,2.73,,7.609,,3.2941,150,,0.043,496.64,776,,,,7.8,,,,15.8,1.11,,,,,,,,0.028,,130.56,,90,<0.0015,<0.001301,0.0082,9.1e-05,0.0049,<0.00154,0.0047,,,,,102.45,26.0,19.2,,,,,,,,830.2,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,26.0,19.2,
OCAVM2766,OCAVM2766-110218,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),43137,2018.0,,,,,,>2419600,>2419600,>2419600,66.88,34.07,<2,408.88,97.56,498.2,31.983322,0.007049,0.062025,18.26768,50.320076,50.251002,<1,,,,,,,,,1.94,2,,8.29332,,3.98278,100,,0.539,549.12,858,,,,7.7,,,,15.1,1.06,,,,,,,,9.46,,120,,90,0.00649,<0.001301,0.00724,<0.0002013,0.01151,<0.00154,<0.001,,,,,161.887,26.0,19.5,,,,,,,,939.1,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,26.0,19.5,
OCAVM2766,OCAVM2766-080418,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),43194,2018.0,,,,,,>2419600,>2419600,>2419600,,,,,,,29.147188,0.006485,<0.031,25.64632,54.799993,54.793508,1.26,,,,,,,,,3.61,3.79,,8.51873,,6.10928,200,,0.29,526.08,822,,,,8.1,,,,<10,<1,,,,,,,,36.48,,195,,140,<0.0015,<0.001301,0.0102,0.000185,0.0072,<0.00154,0.0026,,,,,102.648,26.0,24.2,,,,,,,,1087.6,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,26.0,24.2,
OCAVM2766,OCAVM2766-290718,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),43315,2018.0,,,,,,>24196000,>24196000,>24196000,72.26,60.08,72.36,229.36,93.76,542.35,31.050129,0.008315,<0.031,11.5491,42.607544,42.599228999999994,1.53,,,,,,,,,14.93,13.34,,6.42966,,3.89651,250,,0.265,567.04,886,,,,7.6,,,,24.5,1.67,,,,,,,,1.806,,95,,60,<0.0015,<0.001301,0.005,0.000213,0.1997,<0.00154,0.0058,,,,,155.863,22.3,22.2,,,,,,,,890,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,22.3,22.2,
OCAVM2766,OCAVM2766-091218,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),43439,2018.0,,,,,,>24196000,>24196000,19863000,36.808,35.18,68.05,218.25,68.95,259.9,29.685043,<0.005,<0.031,5.48919,35.174233,35.174233,<1,,,,,,,,,<1,<1,,5.25484,,3.47259,130,,0.219,450.56,704,,,,8.4,,,,26.9,1.96,,,,,,,,8.62,,105.71,,60,0.0068,<0.001301,0.0234,<0.0002013,0.0108,<0.00154,0.0024,,,,,381.772,25.9,19.0,,,,,,,,952,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,25.9,19.0,
OCAVM2766,OCAVM2766-310319,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),43531,2019.0,,,,,,>24196000,>24196000,>24196000,46.95,40.04,60,156.75,80.43,250.86,29.394451,<0.005,0.06045,19.23042,48.685321,48.624871,<1,,,,,,,,,1.64,1.83,,6.53543,,3.87751,100,,0.309,455.04,711,,,,7.8,,,,<10,<1,,,,,,,,2.654,,126.67,,90,<0.0015,<0.001301,0.0086,<0.0002013,0.0125,0.0246,0.0071,,,,,159.744,27.2,20.1,,,,,,,,3095.5,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,27.2,20.1,
OCAVM2766,OCAVM2766-210822,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),44791,2022.0,,,,,,>2400,,>2400,,,,258.7,,324.15,,,,,,,<1,,,,,,,,,4.35,3.75,,,,,,,,476.8,745,,,,7.7,,,,<10,<1,,,,,,,,,,156,,,,,,,,,,,,,,,26.0,20.0,,,,,,,,230,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,26.0,20.0,
OCAVM2766,OCAVM2766-080223,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),44965,2023.0,0,445.95,0,445.946,,,,,,,,450,,884.21,,<0.01,,,,,,,,,,,,,,,,,,,2.891,,,,588,900,,,,7.51,,,,,,,,,,,,,9.56,53.469,204,,,,,,,,,,,,,,119.27,26.1,19.6,,,,,,,,,RIO BUEN AVENTURA,CIUDAD DE MÉXICO,19.288482,-99.114098,cdmx_local,26.1,19.6,
OCAVM2767,OCAVM2767-280413,CUARTO DINAMO,LÓTICO,41391,2013.0,,,,,,4600,4600,4600,,4.5287,<2,<2,<10,,0.55,<0.005,0.1647,1.94,2.6547,2.49,<1,,,,,<1,,,,<1,<1,,0.2244,,0.688,<5,,0.021,56.512,88.3,,,,7.43,,,,56.95,5.4,,,,,,,,,,13,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,,,,,,37.63,15.4,10.8,,,,,,,,9,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,15.4,10.8,
OCAVM2767,OCAVM2767-140713,CUARTO DINAMO,LÓTICO,41467,2013.0,,,,,,230,4600,230,8.2612,5.1246,9.2,9.9,<10,<10,<0.0035,<0.005,<0.031,,,,<1,,,,,<1,,,,<1,,,<0.0014,<0.00306,<0.0015,<5,,0.042,48,75,,,,7.62,,,,70.3,6.7,,,,,,,,,,<10,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,,,,,,33.33,11.2,10.3,,,,,,,,1152,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,11.2,10.3,
OCAVM2767,OCAVM2767-250813,CUARTO DINAMO,LÓTICO,41507,2013.0,,,,,,430,430,430,2.9881,1.5326,2.67,3.93,<10,<10,1.18,<0.005,0.2553,0.59,2.0253,1.77,<1,,,,,<1,,,,<1,,,<0.0014,<0.00306,<0.0015,5,,0.038,34.752,54.3,,,,8.0,,,,92.55,6.8,,,,,,,,,,<10,,<2.5,<0.0015,<0.001301,<0.0012,0.0014,<0.00042,<0.00154,,,,,,28.3,14.0,12.7,,,,,,,,1119.3,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,14.0,12.7,
OCAVM2767,OCAVM2767-130414,CUARTO DINAMO,LÓTICO,41732,2014.0,,,,,,40,40,40,3.132,2.728,2,2.4,13.78,20.17,0.175,0.02,0.354,0.775,1.3239999999999998,0.95,<1,,,,,,,,,<1,,<1,0.077,,0.04,5,,0.029,44.032,68.8,,,,7.5,,,,81,5.8,,,,,,,,0.095,,<10,<0.0002,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,30.3,17.4,11.7,,,,,,,,54.2,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,17.4,11.7,
OCAVM2767,OCAVM2767-010614,CUARTO DINAMO,LÓTICO,41787,2014.0,,,,,,40,90,40,1.014,0.978,<2,2.6,<10,<10,0.023,0.031,0.332,0.072,0.458,0.095,<1,,,,,,,,,<1,,<1,0.041,,0.021,15,,0.323,48,75,,,,7.5,,,,69.4,5.2,,,,,,,,<0.01,,<10,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,41.4,18.1,12.0,,,,,,,,80.7,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,18.1,12.0,
OCAVM2767,OCAVM2767-310814,CUARTO DINAMO,LÓTICO,41880,2014.0,,,,,,<3,<3,<3,1.237,1.105,<2,2.6,<10,<10,0.093,0.033,0.322,0.274,0.722,0.367,<1,,,,,,,,,<1,,<1,17.179,,0.054,10,,<0.009,49.792,77.8,,,,8.0,,,,42.3,4.6,,,,,,,,<0.01,,<10,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,34.2,15.0,7.2,,,,,,,,363.9,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,15.0,7.2,
OCAVM2767,OCAVM2767-261014,CUARTO DINAMO,LÓTICO,41922,2014.0,,,,,,>24000,>24000,>24000,0.792,<0.103,8.4,18,21.9,35.22,0.697,0.042,1.277,0.026,2.042,0.723,<1,,,,,,,,,<1,,<1,23.288,,0.103,15,,0.026,397.24800000000005,620.7,,,,6.0,,,,67.3,8.3,,,,,,,,<0.01,,14,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,218.5,10.6,9.7,,,,,,,,575.9,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,10.6,9.7,
OCAVM2767,OCAVM2767-010315,CUARTO DINAMO,LÓTICO,42058,2015.0,,,,,,<3,<3,<3,0.577,<0.103,2.28,2.61,19.82,25.49,0.3764,0.093,0.3272,,,,<1,,,,,,,,,<1,,<1,4.5017,,<0.0015,15,,<0.009,476.8,745,,,,7.2,,,,,,,,,,,,,<0.01,,12,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,31.31,26.2,20.2,,,,,,,,166.9,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,26.2,20.2,
OCAVM2767,OCAVM2767-050415,CUARTO DINAMO,LÓTICO,42096,2015.0,,,,,,210,230,210,1.236,<0.103,2.03,3.96,<10,<10,0.3981,0.0257,0.5248,0.4273,1.3759000000000001,0.8254,<1,,,,,,,,,<1,,<1,0.3858,,<0.0015,10,,0.0212,476.8,745,,,,7.1,,,,,,,,,,,,,0.0515,,<10,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,44,20.1,18.1,,,,,,,,153.2,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,20.1,18.1,
OCAVM2767,OCAVM2767-280216,CUARTO DINAMO,LÓTICO,42437,2016.0,,,,,,<3,<3,<3,<0.103,<0.103,2.34,3.06,<10,<10,0.1567,<0.005,0.0856,3.7814,4.0237,3.9381,<1,,,,,,,,,<1,,<1,1.3941,,0.0504,10,,0.0177,428.8,670,,,,7.1,,,,,,,,,,,,,<0.01,,60,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,35.3,20.2,13.8,,,,,,,,229.5,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,20.2,13.8,
OCAVM2767,OCAVM2767-210816,CUARTO DINAMO,LÓTICO,42607,2016.0,,,,,,110,140,110,0.808,0.586,2.97,3.48,33.12,95.52,<0.0035,<0.005,0.1775,0.4442,0.6216999999999999,0.4442,<1,,,,,,,,,<1,,<1,0.0639,,0.0461,10,,0.0239,39.68,62,,,,7.2,,,,81.1,5.98,,,,,,,,0.1105,,<10,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,81.67,15.4,12.7,,,,,,,,229.1,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,15.4,12.7,
OCAVM2767,OCAVM2767-050317,CUARTO DINAMO,LÓTICO,42795,2017.0,,,,,,>24000,>24000,>24000,0.727,<0.103,2.46,4.59,<10,<10,0.0241,0.0104,0.0839,0.4025,0.5209,0.42660000000000003,<1,,,,,,,,,<1,,<1,0.08,,0.0304,15,,<0.009,41.3888,64.67,,,,7.6,,,,85.4,6.43,,,,,,,,0.166,,16,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,52.83,19.7,12.1,,,,,,,,689.3,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,19.7,12.1,
OCAVM2767,OCAVM2767-090417,CUARTO DINAMO,LÓTICO,42831,2017.0,,,,,,>24000,>24000,>24000,0.725,0.722,2.52,3.6,<10,<10,0.2492,<0.005,<0.031,0.3182,0.5674,0.5674,<1,,,,,,,,,<1,,<1,0.0394,,0.0288,10,,0.015,49.92,78,,,,8.3,,,,81.9,6.26,,,,,,,,<0.01,,<10,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,51.27,17.0,11.3,,,,,,,,70.7,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,17.0,11.3,
OCAVM2767,OCAVM2767-020717,CUARTO DINAMO,LÓTICO,42915,2017.0,,,,,,70,110,70,1.299,0.971,12.3,15.9,22.4,30.8,0.1165,<0.005,0.0521,0.3989,0.5675,0.5154,<1,,,,,,,,,<1,,<1,0.0733,,<0.0015,20,,0.065,51.84,81,,,,7.8,,,,63.4,4.61,,,,,,,,0.058,,16,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,68.41,14.0,13.0,,,,,,,,164.7,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,14.0,13.0,
OCAVM2767,OCAVM2767-100917,CUARTO DINAMO,LÓTICO,42984,2017.0,,,,,,40,70,40,1.274,0.999,3.48,4.74,63.59,73.59,0.0426,<0.005,0.2634,0.1317,0.4377000000000001,0.1743,<1,,,,,,,,,<1,,<1,0.0451,,0.0198,10,,0.024,160,250,,,,6.7,,,,98,7.6,,,,,,,,<0.01,,16,,<2.5,<0.0015,<0.001301,0.0024,<0.0002013,<0.00042,0.0179,<0.001,,,,,<20,11.0,10.0,,,,,,,,541,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,11.0,10.0,
OCAVM2767,OCAVM2767-280118,CUARTO DINAMO,LÓTICO,43122,2018.0,,,,,,30,40,30,<0.103,<0.103,6.36,7.2,56.58,75.77,0.3767,0.026,0.3923,0.1696,0.9645999999999999,0.5463,<1,,,,,,,,,<1,,<1,0.0746,,0.0439,5,,0.012,139.52,218,,,,7.1,,,,43.1,3.25,,,,,,,,<0.01,,16,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,46.91,13.0,9.0,,,,,,,,124.4,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,13.0,9.0,
OCAVM2767,OCAVM2767-080418,CUARTO DINAMO,LÓTICO,43192,2018.0,,,,,,70,390,70,<0.103,<0.103,8.58,11.22,35.52,43.2,0.225,0.0103,0.1016,0.1267,0.4636,0.3517,<1,,,,,,,,,<1,<1,<1,0.5817,,0.0443,5,,0.021,45.632,71.3,,,,8.5,,,,78,6.01,,,,,,,,0.101,,16,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,56.68,22.0,11.3,,,,,,,,204.7,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,22.0,11.3,
OCAVM2767,OCAVM2767-091218,CUARTO DINAMO,LÓTICO,43437,2018.0,,,,,,210,430,210,1.738,0.89,30.06,32.94,31.46,34.85,0.1025,<0.005,0.2766,0.3384,0.7175,0.44089999999999996,<1,,,,,,,,,<1,<1,<1,0.0985,,0.0519,30,,0.017,49.28,77,,,,7.9,,,,103,8.12,,,,,,,,0.283,,24,,<2.5,<0.0015,<0.001301,<0.0012,<0.0002013,<0.00042,<0.00154,<0.001,,,,,46.91,12.0,10.0,,,,,,,,164.8,CUARTO DINAMO,CIUDAD DE MÉXICO,19.2656,-99.2941,cdmx_local,12.0,10.0,
