id_colonia,cve_alcaldia,nom_alcaldia,nom_colonia,centroide_lat,centroide_lon,pob_colonia,pob_menores_estim,pobreza_pct_promedio,pct_aguadv,pct_drenaje,pct_excede_nom_local,antiguedad_red_proxy,antiguedad_red_anos_estim,n_fugas_total,fugas_por_10k_hab_total,lag_promedio_dias,dist_planta_km,planta_cercana_id,tasa_morbilidad_estimada_por_100k,casos_morbilidad_estimados,factor_riesgo_morbilidad,IVH,estres_score,riesgo_infantil,score_priorizacion,rank,d_urgencia,d_magnitud,d_remediabilidad,d_equidad,d_retorno,causa_raiz,intervencion,flag_top_100,flag_top_200,flag_critico_ivh,flag_estres_alto,flag_red_40plus,flag_pob_infantil_alta
07-077,007,IZTAPALAPA,FUEGO NUEVO,19.332679,-99.099004,12775,2553.0,42.87,99.59,99.77,15.8,0.8908,50.0,142,111.15,0.36,3.95,PLANTA_030,3517.42,449.4,0.7032058224701064,0.5814,0.2920137215349401,0.20764826986609913,0.1907,213,0.05159601675401085,0.2665881253841412,0.12619661515264588,0.7637460885113994,0.04414873393615051,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
07-088,007,IZTAPALAPA,GUADALUPE DEL MORAL,19.36987,-99.075596,10137,2026.0,42.87,99.59,99.77,15.8,0.8908,50.0,301,296.93,3.08,2.57,PLANTA_030,3517.42,356.6,0.7032058224701064,0.6047,0.4522950578664844,0.17218104801720366,0.1903,214,0.04087438971570544,0.2199374661519291,0.20563910406712743,0.7637460885113994,0.03497142679588221,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
07-062,007,IZTAPALAPA,EL SIFON,19.3715,-99.115285,9840,1967.0,42.87,99.59,99.77,15.8,0.8908,50.0,416,422.76,0.37,2.51,PLANTA_006,3517.42,346.1,0.7032058224701064,0.6131,0.5011502769767088,0.16977931730028478,0.1899,215,0.03967405575885532,0.2164521736699378,0.21051015968618708,0.7637460885113994,0.033933046138847546,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,1,1,1
12-212,012,TLALPAN,LOMAS DE  PADIERNA II,19.294957,-99.218462,8771,1618.0,38.69,95.66,99.47,100.0,0.686,39.0,500,570.06,0.0,12.27,PLANTA_044,9300.26,815.7,1.859316331252085,0.7074,0.2452393125547171,0.16381410063402013,0.1897,216,0.08672569742823427,0.22262537581443542,0.1362384231142888,0.670317389360751,0.09430312503859294,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,1
12-004,012,TLALPAN,AMPLIACION MIGUEL HIDALGO 4A SECC,19.273514,-99.210326,8756,1616.0,38.69,95.66,99.47,100.0,0.686,39.0,197,224.99,,10.84,PLANTA_044,9300.26,814.3,1.859316331252085,0.6853,0.1942696447188341,0.1579308738705224,0.1897,217,0.08661811262310086,0.21528667397943674,0.14549734847039572,0.670317389360751,0.09414076643063297,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,1
10-132,010,ALVARO OBREGON,LOMAS DE LA ERA,19.321103,-99.262695,14983,2685.0,37.67,99.54,99.6,100.0,0.7997,45.0,608,405.79,4.17,17.66,PLANTA_044,3974.97,595.6,0.794679736422145,0.6649,0.2505821081195633,0.25413192851017175,0.1893,218,0.06138988613397725,0.3577225309413325,0.0369835534448449,0.6475189986589184,0.06273549546070308,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
07-295,007,IZTAPALAPA,SANTA CRUZ MEYEHUALCO (U HAB) I,19.346051,-99.039012,10441,2087.0,42.87,99.59,99.77,50.0,0.8908,50.0,25,23.94,,2.8,PLANTA_030,3517.42,367.3,0.7032058224701064,0.6057,0.15744787962384307,0.1777153904136185,0.1891,219,0.04211541295922846,0.22692207283522414,0.1883917216054308,0.7637460885113994,0.036029586132098494,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
09-001,009,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.19438,-99.012408,1595,379.0,53.44,89.37,98.28,77.8,0.5,30.0,10,62.7,0.0,10.37,PLANTA_033,22351.34,356.5,4.468497697639211,0.8356,0.13033631718995978,0.04544435316707363,0.1888,220,0.048761979746186235,0.047468093110313886,0.2751936762872578,1.0,0.048739385152881995,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,0
17-066,017,VENUSTIANO CARRANZA,20 DE NOVIEMBRE,19.444268,-99.108996,12581,2214.0,29.9,99.6,99.59,0.0,0.7336,42.0,1122,891.82,0.72,1.75,PLANTA_037,3553.95,447.1,0.7105078100882739,0.3622,0.3756050677890404,0.10272614430063154,0.1884,221,0.04516718632862438,0.16338299332557535,0.39722060700096196,0.4738489047831918,0.04955571111746359,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,1
06-048,006,IZTACALCO,CAMPAMENTO 2 DE OCTUBRE I,19.384709,-99.113914,11350,1944.0,25.72,99.69,99.72,15.8,0.8157,46.0,741,652.86,4.78,1.17,PLANTA_006,2735.5,310.5,0.5468834955876182,0.4664,0.5313207393320005,0.12239819427342136,0.1875,222,0.030409672058536338,0.1898733216037936,0.4404147712255326,0.38042020563254364,0.03216515888315541,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,1,1,1
07-291,007,IZTAPALAPA,SAN MIGUEL TEOTONGO I,19.351069,-98.991303,13122,2623.0,42.87,99.59,99.77,50.0,0.8908,50.0,554,422.19,0.4,7.27,PLANTA_033,3517.42,461.6,0.7032058224701064,0.6732,0.3821067926696783,0.2517165727421989,0.1875,223,0.053020141787561856,0.317150639371705,0.04369270231858521,0.7637460885113994,0.04535523336622888,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
12-210,012,TLALPAN,HEROES DE PADIERNA II,19.280746,-99.220065,8490,1567.0,38.69,95.66,99.47,100.0,0.686,39.0,533,627.8,0.0,12.0,PLANTA_044,9300.26,789.6,1.859316331252085,0.7097,0.25178582833368407,0.1592012940763613,0.1872,224,0.08398228489733223,0.21618069161217301,0.1378306195951066,0.670317389360751,0.09127629670448231,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,1
16-023,016,MIGUEL HIDALGO,CUAUHTEMOC PENSIL,19.444966,-99.193838,13722,2069.0,14.29,98.4,98.39,0.0,0.3551,23.0,94,68.5,0.26,4.32,PLANTA_000,8873.16,1217.6,1.7739300667909348,0.1871,0.02810019553183808,0.03830517782288934,0.1871,225,0.1058724825773211,0.09185597401894775,0.4752135022757597,0.12494412159141709,0.19555429639491811,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,1
17-074,017,VENUSTIANO CARRANZA,IGNACIO ZARAGOZA I,19.413112,-99.094699,11066,1947.0,29.9,99.6,99.59,15.8,0.7336,42.0,920,831.38,0.15,2.14,PLANTA_037,3553.95,393.3,0.7105078100882739,0.5134,0.34812031715383185,0.13715203208931132,0.1868,226,0.03967875257191003,0.20381034973159265,0.3512744242334601,0.4738489047831918,0.04355724945683073,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,1
02-080,002,AZCAPOTZALCO,SAN MARCOS (BARR),19.48839,-99.183013,5908,962.0,24.59,99.57,99.69,0.0,0.7316,42.0,222,375.76,7.75,0.66,PLANTA_000,2942.51,173.8,0.5882689975126411,0.2913,0.37329966654011515,0.03363574663922062,0.1867,227,0.016025463039610176,0.06142575833269074,0.641480005689967,0.3551631649530622,0.019115439759227904,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
12-175,012,TLALPAN,TLALCOLIGIA,19.275977,-99.170969,7638,1409.0,38.69,95.66,99.47,59.5,0.686,39.0,641,839.22,2.9,6.87,PLANTA_044,9300.26,710.4,1.859316331252085,0.6889,0.2970654296012329,0.13841905002566077,0.1866,228,0.07548308529179251,0.18872922840477618,0.18883957749962874,0.670317389360751,0.08209143831131904,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,0,1
02-088,002,AZCAPOTZALCO,SAN SEBASTIAN,19.480591,-99.177204,5838,950.0,24.59,99.57,99.69,0.0,0.7316,42.0,77,131.89,0.18,0.64,PLANTA_000,2942.51,171.8,0.5882689975126411,0.2664,0.2730601531681658,0.029462503715741502,0.1866,229,0.01582123044936875,0.05546626876239071,0.6489535261921894,0.3551631649530622,0.01889208650325367,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
13-023,013,XOCHIMILCO,LA NORIA TEPEPAN,19.268309,-99.129735,1790,360.0,46.88,91.49,99.18,59.5,0.6507,38.0,19,106.15,,2.53,PLANTA_044,15953.95,285.6,3.1895273921257523,0.7446,0.26615746972880666,0.037992232922244414,0.1865,230,0.03294784159789589,0.04746996267288888,0.3717031932099973,0.8533750558784088,0.03384325485431571,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,0
12-209,012,TLALPAN,HEROES DE PADIERNA I,19.285903,-99.224052,8217,1516.0,38.69,95.66,99.47,100.0,0.686,39.0,2145,2610.44,6.0,12.54,PLANTA_044,9300.26,764.2,1.859316331252085,0.7437,0.3352644158816063,0.16219179311901377,0.1861,231,0.08123887236643017,0.21925935423410337,0.13470972634540906,0.670317389360751,0.08833064767435167,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,0,0,1
13-063,013,XOCHIMILCO,SANTA INES,19.233907,-99.114423,1936,390.0,46.88,91.49,99.18,59.5,0.6507,38.0,60,309.92,0.0,2.74,PLANTA_044,15953.95,308.9,3.1895273921257523,0.77,0.36745101562371363,0.04277492933102916,0.1859,232,0.03571615549749369,0.0531464579943373,0.3555216417821953,0.8533750558784088,0.03662825857915639,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,0
13-070,013,XOCHIMILCO,TESMIC (RDCIAL),19.243009,-99.106459,465,94.0,46.88,91.49,99.18,59.5,0.6507,38.0,15,322.58,0.0,1.67,PLANTA_044,15953.95,74.2,3.1895273921257523,0.771,0.43067472806958346,0.00973039490125991,0.1852,233,0.008402125021462049,0.012440148470880456,0.4645270598274079,0.8533750558784088,0.008575023634087332,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,0
17-080,017,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION II,19.431452,-99.094256,10215,1798.0,29.9,99.6,99.59,0.0,0.7336,42.0,88,86.15,,1.33,PLANTA_037,3553.95,363.0,0.7105078100882739,0.3068,0.2049143255222867,0.06751444407156139,0.1851,234,0.03661591875262,0.11222614539542125,0.4639024886272208,0.4738489047831918,0.040178933688853495,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,1
07-306,007,IZTAPALAPA,XALPA II,19.343703,-99.014552,12738,2546.0,42.87,99.59,99.77,50.0,0.8908,50.0,43,33.76,,5.38,PLANTA_030,3517.42,448.0,0.7032058224701064,0.6136,0.15993082264259087,0.22013629204059018,0.185,235,0.05145360425065575,0.2805613726915181,0.08013307304218752,0.7637460885113994,0.04401028318187922,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
13-041,013,XOCHIMILCO,SAN FRANCISCO CHIQUIMOLA,19.243559,-99.025151,3370,679.0,46.88,91.49,99.18,77.8,0.6507,38.0,8,23.74,0.0,5.22,PLANTA_033,15953.95,537.6,3.1895273921257523,0.724,0.10853426723149624,0.07011396963865821,0.1848,236,0.06238424606361916,0.08727172748818716,0.24706981677871254,0.8533750558784088,0.06396432518306477,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,0
07-166,007,IZTAPALAPA,PUENTE BLANCO,19.327626,-99.064717,8373,1673.0,42.87,99.59,99.77,50.0,0.8908,50.0,123,146.9,0.28,2.36,PLANTA_030,3517.42,294.5,0.7032058224701064,0.6481,0.37293469719962236,0.1536263320963235,0.1844,237,0.0336927306179411,0.19465153884702235,0.2234489011743142,0.7637460885113994,0.02883014690999147,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
13-032,013,XOCHIMILCO,PASEOS DEL SUR,19.274925,-99.123882,1567,316.0,46.88,91.49,99.18,59.5,0.6507,38.0,85,542.44,5.05,2.5,PLANTA_044,15953.95,250.0,3.1895273921257523,0.7833,0.4369522680474133,0.03516676790947471,0.1842,238,0.02888764787848578,0.0436803988818175,0.3741733565708127,0.8533750558784088,0.0295880560300956,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,0
12-035,012,TLALPAN,EJIDOS DE SAN PEDRO MARTIR I (NORTE),19.272113,-99.156975,6646,1226.0,38.69,95.66,99.47,59.5,0.686,39.0,1715,2580.5,5.07,5.34,PLANTA_044,9300.26,618.1,1.859316331252085,0.7156,0.3930266356279702,0.1255503250764672,0.1838,239,0.06563907562208514,0.17053908204074894,0.22003383201537227,0.670317389360751,0.07138736722938763,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,0,0,0
07-286,007,IZTAPALAPA,LOMAS ESTRELLA 2A SECC II,19.317064,-99.093646,12607,2520.0,42.87,99.59,99.77,15.8,0.8908,50.0,74,58.7,0.62,4.6,PLANTA_030,3517.42,443.4,0.7032058224701064,0.5664,0.21689975317816676,0.1989357764929374,0.1831,240,0.050924643523908235,0.25627748059243044,0.10234228084544422,0.7637460885113994,0.04355537356070212,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
17-026,017,VENUSTIANO CARRANZA,FEDERAL,19.420284,-99.088821,10801,1901.0,29.9,99.6,99.59,15.8,0.7336,42.0,225,208.31,1.14,2.09,PLANTA_037,3553.95,383.9,0.7105078100882739,0.4805,0.24388516081415937,0.12394672205710475,0.183,241,0.038733179714948,0.1861428431807173,0.35651681086571607,0.4738489047831918,0.04250919109976848,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
12-153,012,TLALPAN,SAN LORENZO HUIPULCO,19.295343,-99.149634,6935,1280.0,38.69,95.66,99.47,59.5,0.686,39.0,999,1440.52,4.73,6.01,PLANTA_044,9300.26,645.0,1.859316331252085,0.7017,0.342600433039794,0.1282856379343145,0.183,242,0.06854386536068732,0.17450873504216913,0.20469774028497184,0.670317389360751,0.07450697191090394,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,0,0,0
06-025,006,IZTACALCO,PICOS IZTACALCO 2A,19.38835,-99.106628,2126,364.0,25.72,99.69,99.72,15.8,0.8157,46.0,59,277.52,,0.46,PLANTA_006,2735.5,58.2,0.5468834955876182,0.446,0.5354795040304491,0.021395387321227106,0.1826,243,0.0054108435086314315,0.03364102402442558,0.6683927661884076,0.38042020563254364,0.005790166173723003,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,1,1,0
05-228,005,GUSTAVO A. MADERO,MARTIN CARRERA II,19.489823,-99.105755,8683,1571.0,33.69,99.63,99.76,0.0,0.8242,46.0,342,393.87,0.29,1.21,PLANTA_005,3051.02,264.9,0.6099621935398889,0.3743,0.4737136167940105,0.07582013463083857,0.1825,244,0.027376883001135627,0.1163997604831479,0.42616503147112933,0.558560572194904,0.02722046085234573,otra,Auditoría técnica para identificar causa secundaria,0,0,0,1,1,1
07-296,007,IZTAPALAPA,SANTA CRUZ MEYEHUALCO (U HAB) II,19.353062,-99.045225,7873,1573.0,42.87,99.59,99.77,50.0,0.8908,50.0,44,55.89,52.29,2.18,PLANTA_030,3517.42,276.9,0.7032058224701064,0.6254,0.2615102682977929,0.1387269154817158,0.1824,245,0.03165826628429681,0.17657548972975934,0.24058663046613538,0.7637460885113994,0.02708962314200955,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
06-050,006,IZTACALCO,GRANJAS MEXICO I,19.402489,-99.105059,9859,1689.0,25.72,99.69,99.72,15.8,0.8157,46.0,1017,1031.54,1.98,1.13,PLANTA_006,2735.5,269.7,0.5468834955876182,0.4773,0.594443837694515,0.10921332980434394,0.1821,246,0.026375050995102317,0.16873506561057283,0.4492185237255868,0.38042020563254364,0.027899999538942795,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,1,1,1
17-034,017,VENUSTIANO CARRANZA,KENNEDY (U HAB),19.419771,-99.111418,7418,1305.0,29.9,99.6,99.59,0.0,0.7336,42.0,73,98.41,,1.11,PLANTA_037,3553.95,263.6,0.7105078100882739,0.3099,0.22733993105661227,0.04957279155572685,0.182,247,0.02648184443778789,0.08220083381915595,0.5094255515745086,0.4738489047831918,0.029096274040769747,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,1
12-118,012,TLALPAN,PEDREGAL DE SN NICOLAS 2A SECC,19.288812,-99.235282,8117,1498.0,38.69,95.66,99.47,100.0,0.686,39.0,764,941.23,,13.76,PLANTA_044,9300.26,754.9,1.859316331252085,0.7194,0.2707667699915421,0.1544698393601689,0.1819,248,0.08027060912022944,0.20949401410645366,0.12849957792874211,0.670317389360751,0.08725212263576053,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,0,0,1
07-275,007,IZTAPALAPA,JOSE LOPEZ PORTILLO I,19.303833,-99.08323,11184,2235.0,42.87,99.59,99.77,100.0,0.8908,50.0,197,176.14,1.5,5.34,PLANTA_030,3517.42,393.4,0.7032058224701064,0.6894,0.31736197413331135,0.22014772877746552,0.1814,249,0.045126420173022014,0.27675799211395496,0.08113907129259793,0.7637460885113994,0.03861070376529895,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
07-220,007,IZTAPALAPA,SECTOR POPULAR,19.366609,-99.117698,9974,1993.0,42.87,99.59,99.77,15.8,0.8908,50.0,264,264.69,0.05,3.11,PLANTA_006,3517.42,350.8,0.7032058224701064,0.6019,0.4141664642348697,0.16847856418477228,0.1814,250,0.04020301648560283,0.2153896365429418,0.1681995305863261,0.7637460885113994,0.034397845099615444,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
13-019,013,XOCHIMILCO,LA CEBADA,19.277272,-99.123107,1528,308.0,46.88,91.49,99.18,59.5,0.6507,38.0,26,170.16,,2.65,PLANTA_044,15953.95,243.8,3.1895273921257523,0.7558,0.30956453237591364,0.03293412838887206,0.1808,251,0.02814943083859303,0.041071327234973615,0.3622285940178283,0.8533750558784088,0.028846982077562887,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,0
12-048,012,TLALPAN,FUENTES Y PEDREGAL DE TEPEPAN,19.27018,-99.149171,6085,1123.0,38.69,95.66,99.47,59.5,0.686,39.0,364,598.19,1.04,4.5,PLANTA_044,9300.26,565.9,1.859316331252085,0.6808,0.3029470354414682,0.10873844965447796,0.1806,252,0.06009845815771432,0.14849227975639656,0.2445399493953696,0.670317389360751,0.0653337105611664,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,0
05-029,005,GUSTAVO A. MADERO,CONSTITUCION DE LA REPUBLICA,19.483401,-99.100883,12569,2275.0,33.69,99.63,99.76,0.0,0.8242,46.0,901,716.84,0.19,1.91,PLANTA_005,3051.02,383.5,0.6099621935398889,0.3885,0.47938931302319515,0.11509312235215981,0.1806,253,0.039800371596042466,0.17511156111322504,0.31543639600693885,0.558560572194904,0.03953910976824338,otra,Auditoría técnica para identificar causa secundaria,0,0,0,1,1,1
07-288,007,IZTAPALAPA,REFORMA POLITICA II,19.339297,-99.032508,10289,2056.0,42.87,99.59,99.77,50.0,0.8908,50.0,63,61.23,,3.62,PLANTA_030,3517.42,361.9,0.7032058224701064,0.6275,0.23528835013383867,0.18220164213012738,0.1805,254,0.041484729015798735,0.23167629136655274,0.14087620549553923,0.7637460885113994,0.03549556179419495,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
13-061,013,XOCHIMILCO,SANTA CRUZ CHAVARRIETA,19.226081,-99.122539,2393,482.0,46.88,91.49,99.18,59.5,0.6507,38.0,57,238.19,0.0,3.84,PLANTA_044,15953.95,381.8,3.1895273921257523,0.7638,0.3098134301697451,0.0525794393986321,0.1804,255,0.04420565145626028,0.06526458150230052,0.2937025113274975,0.8533750558784088,0.04534185392425881,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,0
13-083,013,XOCHIMILCO,VILLA XOCHIMILCO (U HAB),19.267183,-99.125833,862,174.0,46.88,91.49,99.18,59.5,0.6507,38.0,25,290.02,,2.11,PLANTA_044,15953.95,137.5,3.1895273921257523,0.7684,0.38964304186207943,0.01860852928195981,0.1804,256,0.01578429542038952,0.023364354937202684,0.4106221657759002,0.8533750558784088,0.01614114963333263,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,0
05-054,005,GUSTAVO A. MADERO,ESTANZUELA,19.490494,-99.109744,3572,646.0,33.69,99.63,99.76,0.0,0.8242,46.0,187,523.52,0.24,0.79,PLANTA_005,3051.02,109.0,0.6099621935398889,0.381,0.572349437088198,0.031661519868854494,0.1798,257,0.011053407219475349,0.04848017361966097,0.5341718457283788,0.558560572194904,0.011027565692240828,otra,Auditoría técnica para identificar causa secundaria,0,0,0,1,1,0
12-127,012,TLALPAN,POPULAR STA TERESA,19.300929,-99.223995,7895,1457.0,38.69,95.66,99.47,100.0,0.686,39.0,457,578.85,7.26,13.05,PLANTA_044,9300.26,734.3,1.859316331252085,0.7078,0.24400896153574345,0.14753550300158436,0.1794,258,0.07806512061499446,0.20045939610655253,0.13198249262384662,0.670317389360751,0.08486313169006401,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,0,1
08-011,008,LA MAGDALENA CONTRERAS,EL TANQUE,19.325118,-99.250999,10960,2097.0,42.17,98.68,99.51,100.0,0.8272,46.0,455,415.15,1.14,16.73,PLANTA_044,5602.89,614.1,1.1201350691480034,0.7134,0.3100381304138563,0.21452411274641894,0.1792,259,0.06762554574932897,0.2806630193705954,0.0211927632536872,0.7481001341081807,0.06334670501674611,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,1,1
07-142,007,IZTAPALAPA,MIRASOLES (U HAB),19.31356,-99.07561,10594,2117.0,42.87,99.59,99.77,50.0,0.8908,50.0,69,65.13,,4.06,PLANTA_030,3517.42,372.6,0.7032058224701064,0.6289,0.23437233205683722,0.18809774320915792,0.1791,260,0.04272575225932175,0.2390905127436432,0.12172891374393927,0.7637460885113994,0.03655372113041123,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
11-012,011,TLAHUAC,JAIME TORRES BODET,19.230429,-98.998755,8309,1780.0,41.5,97.6,99.5,77.8,0.8101,46.0,311,374.29,5.34,6.42,PLANTA_033,6937.08,576.4,1.3868676118819157,0.6979,0.3543585844943864,0.17759659849721915,0.1787,261,0.07109636739825533,0.2080372401620813,0.11251468854573199,0.7331247206079571,0.06021943388489194,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
17-055,017,VENUSTIANO CARRANZA,ROMERO RUBIO,19.44225,-99.09705,11394,2005.0,29.9,99.6,99.59,0.0,0.7336,42.0,380,333.51,1.34,1.81,PLANTA_037,3553.95,404.9,0.7105078100882739,0.3388,0.2920984088760072,0.08553017980754654,0.1786,262,0.0408709966089491,0.1383398071491555,0.38932183810471477,0.4738489047831918,0.044850598067673504,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,1
13-044,013,XOCHIMILCO,LAS PERITAS,19.27102,-99.124651,895,180.0,46.88,91.49,99.18,59.5,0.6507,38.0,67,748.6,0.0,2.25,PLANTA_044,15953.95,142.8,3.1895273921257523,0.791,0.4864707028589491,0.019901615311298873,0.1783,263,0.016337958200309078,0.025003249443567844,0.39653150186229646,0.8533750558784088,0.016774648334691243,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,1,0,0
08-027,008,LA MAGDALENA CONTRERAS,LAS CRUCES,19.32036,-99.253748,10840,2074.0,42.17,98.68,99.51,100.0,0.8272,46.0,412,380.07,4.16,16.77,PLANTA_044,5602.89,607.4,1.1201350691480034,0.7113,0.3028365089702804,0.2114699768885271,0.1779,264,0.06688018626135868,0.27676670715180457,0.021063608320642264,0.7481001341081807,0.06265236786733842,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,1,1
