id_colonia,nom_alcaldia,nom_colonia,n_fugas_predicho,riesgo_nivel,IVH
12-047,TLALPAN,FUENTES BROTANTES MIGUEL HIDALGO (U HAB),12.2,Bajo,0.7179
12-118,TLALPAN,PEDREGAL DE SN NICOLAS 2A SECC,12.2,Bajo,0.7194
10-086,ALVARO OBREGON,HOGAR Y REDENCION,12.2,Bajo,0.6792
16-089,MIGUEL HIDALGO,ANAHUAC II,12.2,Bajo,0.2041
10-195,ALVARO OBREGON,SAN CLEMENTE,12.1,Bajo,0.6665
10-143,ALVARO OBREGON,LOMAS DE TARANGO,12.1,Bajo,0.6733
10-072,ALVARO OBREGON,FLOR DE MARIA,12.1,Bajo,0.6978
02-009,AZCAPOTZALCO,COLTONGO,12.1,Bajo,0.2985
12-188,TLALPAN,VERGEL DE COYOACAN-VERGEL DEL SUR,12.1,Bajo,0.6628
12-048,TLALPAN,FUENTES Y PEDREGAL DE TEPEPAN,12.1,Bajo,0.6808
11-036,TLAHUAC,SAN MIGUEL ZAPOTITLA,12.0,Bajo,0.6133
07-194,IZTAPALAPA,SAN LORENZO XICOTENCATL (PBLO),12.0,Bajo,0.6636
11-034,TLAHUAC,SAN JUAN IXTAYOPAN (PBLO),12.0,Bajo,0.6823
12-183,TLALPAN,VALLE DE TEPEPAN,12.0,Bajo,0.6802
10-166,ALVARO OBREGON,PALMAS,12.0,Bajo,0.4155
11-052,TLAHUAC,VILLA CENTROAMERICANA (U HAB),12.0,Bajo,0.6143
06-034,IZTACALCO,SANTIAGO NORTE (BARR),12.0,Bajo,0.4633
08-014,LA MAGDALENA CONTRERAS,HUAYATLA,12.0,Bajo,0.7149
08-009,LA MAGDALENA CONTRERAS,EL OCOTAL,11.9,Bajo,0.6873
13-026,XOCHIMILCO,LOS CERRILLOS II,11.9,Bajo,0.7728
04-017,CUAJIMALPA DE MORELOS,EL MOLINO,11.9,Bajo,0.6278
13-042,XOCHIMILCO,SAN FRANCISCO TLALNEPANTLA (PBLO),11.7,Bajo,0.7641
07-064,IZTAPALAPA,EL TRIUNFO,11.7,Bajo,0.638
07-056,IZTAPALAPA,EL PRADO,11.6,Bajo,0.6486
03-115,COYOACAN,VILLA PANAMERICANA 1ERA. SECCION (U HAB),11.5,Bajo,0.5739
05-059,GUSTAVO A. MADERO,FERNANDO CASAS ALEMAN,11.5,Bajo,0.4032
08-052,LA MAGDALENA CONTRERAS,TIERRA UNIDA,11.4,Bajo,0.6995
16-043,MIGUEL HIDALGO,LOMAS DE REFORMA,11.4,Bajo,0.2564
10-242,ALVARO OBREGON,1RA VICTORIA,11.4,Bajo,0.4219
04-051,CUAJIMALPA DE MORELOS,XALPA,11.4,Bajo,0.589
03-104,COYOACAN,SAN MATEO (BARR),11.4,Bajo,0.4701
13-022,XOCHIMILCO,LA GUADALUPITA (BARR),11.4,Bajo,0.808
16-094,MIGUEL HIDALGO,SAN MIGUEL CHAPULTEPEC I,11.4,Bajo,0.2316
05-153,GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA,11.3,Bajo,0.3747
07-074,IZTAPALAPA,ESTRELLA DEL SUR,11.3,Bajo,0.6048
16-060,MIGUEL HIDALGO,PENSIL NORTE,11.2,Bajo,0.2108
12-037,TLALPAN,EL DIVISADERO,11.1,Bajo,0.7074
02-021,AZCAPOTZALCO,EL JAGUEY-ESTACION PANTACO,11.1,Bajo,0.3113
16-052,MIGUEL HIDALGO,MODELO PENSIL,11.0,Bajo,0.2287
14-038,BENITO JUAREZ,PORTALES ORIENTE,11.0,Bajo,0.3073
02-005,AZCAPOTZALCO,ANGEL ZIMBRON,11.0,Bajo,0.3056
07-155,IZTAPALAPA,PARAJE ZACATEPEC,11.0,Bajo,0.6558
15-029,CUAUHTEMOC,SANTA MARIA INSURGENTES,11.0,Bajo,0.2864
11-022,TLAHUAC,LOPEZ PORTILLO,10.9,Bajo,0.6313
10-007,ALVARO OBREGON,ALCANTARILLA,10.9,Bajo,0.7073
02-106,AZCAPOTZALCO,TRABAJADORES DEL HIERRO,10.9,Bajo,0.3057
12-080,TLALPAN,LOMAS DE CUILOTEPEC,10.8,Bajo,0.7081
10-059,ALVARO OBREGON,EL CAPULIN,10.8,Bajo,0.4457
12-069,TLALPAN,BARRIO LA  LONJA,10.8,Bajo,0.7128
03-052,COYOACAN,HACIENDAS DE COYOACAN (FRACC),10.8,Bajo,0.5611
12-165,TLALPAN,SECCION XVI,10.7,Bajo,0.6828
10-071,ALVARO OBREGON,ESTADO DE HIDALGO,10.7,Bajo,0.4373
10-092,ALVARO OBREGON,JOSE MARIA PINO SUAREZ,10.7,Bajo,0.442
10-025,ALVARO OBREGON,BALCONES DE CEHUAYO,10.7,Bajo,0.6757
08-020,LA MAGDALENA CONTRERAS,LA CARBONERA,10.7,Bajo,0.7114
09-012,MILPA ALTA,VILLA MILPA ALTA (PBLO),10.6,Bajo,0.8576
02-054,AZCAPOTZALCO,OBRERO POPULAR,10.6,Bajo,0.2948
16-041,MIGUEL HIDALGO,LOMAS DE BEZARES I,10.6,Bajo,0.2522
04-030,CUAJIMALPA DE MORELOS,LOMA DEL PADRE,10.6,Bajo,0.6021
04-052,CUAJIMALPA DE MORELOS,ZENTLAPATL,10.6,Bajo,0.6184
05-177,GUSTAVO A. MADERO,SOLIDARIDAD NACIONAL,10.5,Bajo,0.3733
14-020,BENITO JUAREZ,JOSEFA ORTIZ DE DOMINGUEZ,10.5,Bajo,0.1521
16-061,MIGUEL HIDALGO,PENSIL SAN JUANICO,10.5,Bajo,0.2127
11-057,TLAHUAC,LA CONCHITA II,10.5,Bajo,0.6164
12-085,TLALPAN,LOMAS DEL PEDREGAL,10.4,Bajo,0.7199
03-107,COYOACAN,SANTA CECILIA I,10.4,Bajo,0.5431
07-303,IZTAPALAPA,VALLE DE SAN LORENZO I,10.4,Bajo,0.4492
07-272,IZTAPALAPA,EJERCITO DE ORIENTE (U HAB) II,10.4,Bajo,0.6661
12-023,TLALPAN,CLUB DE GOLF MEXICO-SAN BUENAVENTURA,10.4,Bajo,0.6816
07-219,IZTAPALAPA,SANTIAGO ACAHUALTEPEC (PBLO),10.3,Bajo,0.6562
02-042,AZCAPOTZALCO,LAS SALINAS,10.3,Bajo,0.3299
12-114,TLALPAN,PARQUES DEL PEDREGAL,10.3,Bajo,0.7233
12-093,TLALPAN,COAPA-VILLA CUEMANCO,10.3,Bajo,0.6918
13-057,XOCHIMILCO,SAN PEDRO (BARR),10.2,Bajo,0.7817
05-025,GUSTAVO A. MADERO,CHURUBUSCO TEPEYAC,10.2,Bajo,0.3886
17-016,VENUSTIANO CARRANZA,CUCHILLA PANTITLAN,10.1,Bajo,0.4707
08-025,LA MAGDALENA CONTRERAS,LA MALINCHE,10.1,Bajo,0.7124
03-083,COYOACAN,OLIMPICA,10.1,Bajo,0.5674
03-095,COYOACAN,PRADOS DE COYOACAN 1,10.1,Bajo,0.5554
03-043,COYOACAN,EL MIRADOR,10.1,Bajo,0.5747
05-210,GUSTAVO A. MADERO,51 LEGISLATURA,10.1,Bajo,0.4066
17-006,VENUSTIANO CARRANZA,ARTES GRAFICAS,10.0,Bajo,0.31
03-091,COYOACAN,PEDREGAL DEL MAUREL,10.0,Bajo,0.5804
03-020,COYOACAN,CIUDAD JARDIN,10.0,Bajo,0.5575
06-037,IZTACALCO,TLAZINTLA,9.7,Bajo,0.454
12-022,TLALPAN,CHIMILLI,9.7,Bajo,0.7146
16-084,MIGUEL HIDALGO,VERONICA ANZURES,9.7,Bajo,0.2338
07-012,IZTAPALAPA,BANJIDAL,9.7,Bajo,0.6403
10-154,ALVARO OBREGON,MIGUEL HIDALGO,9.7,Bajo,0.6753
10-253,ALVARO OBREGON,OLIVAR DEL CONDE 1RA SECCION II,9.7,Bajo,0.3945
12-111,TLALPAN,OCOTLA - OCOTLA CHICO,9.6,Bajo,0.674
02-103,AZCAPOTZALCO,TIERRA NUEVA,9.6,Bajo,0.295
17-065,VENUSTIANO CARRANZA,10 DE MAYO,9.6,Bajo,0.3535
05-110,GUSTAVO A. MADERO,LA PRADERA II (U HAB),9.4,Bajo,0.4002
07-020,IZTAPALAPA,CACAMA,9.4,Bajo,0.643
13-027,XOCHIMILCO,LOS CERRILLOS III,9.4,Bajo,0.7765
16-045,MIGUEL HIDALGO,LOMAS DE SOTELO,9.4,Bajo,0.2415
02-059,AZCAPOTZALCO,PETROLERA,9.4,Bajo,0.3256
12-177,TLALPAN,TLALPAN CENTRO,9.3,Bajo,0.6835
10-121,ALVARO OBREGON,LIBERALES DE 1857,9.3,Bajo,0.4274
12-110,TLALPAN,NUEVO RENACIMIENTO DE AXALCO,9.3,Bajo,0.6989
15-016,CUAUHTEMOC,HIPODROMO CONDESA,9.3,Bajo,0.2936
13-060,XOCHIMILCO,SANTA CRUZ ACALPIXCA (PBLO),9.3,Bajo,0.7867
14-019,BENITO JUAREZ,IZTACCIHUATL,9.2,Bajo,0.1571
10-083,ALVARO OBREGON,GRAL C  A  MADRAZO,9.2,Bajo,0.6816
10-022,ALVARO OBREGON,AVE REAL,9.1,Bajo,0.6726
07-166,IZTAPALAPA,PUENTE BLANCO,9.1,Bajo,0.6481
07-172,IZTAPALAPA,RICARDO FLORES MAGON,9.0,Bajo,0.6242
12-113,TLALPAN,PARAJE 38,9.0,Bajo,0.6983
16-010,MIGUEL HIDALGO,ANAHUAC MARIANO ESCOBEDO,8.9,Bajo,0.2382
17-035,VENUSTIANO CARRANZA,LORENZO BOTURINI,8.9,Bajo,0.3348
13-033,XOCHIMILCO,POTRERO DE SAN BERNARDINO,8.9,Bajo,0.7874
02-043,AZCAPOTZALCO,LIBERACION,8.9,Bajo,0.2918
07-251,IZTAPALAPA,ZACAHUITZCO,8.9,Bajo,0.6157
03-006,COYOACAN,AMPLIACION CANDELARIA,8.9,Bajo,0.5347
17-015,VENUSTIANO CARRANZA,CUATRO ARBOLES,8.8,Bajo,0.485
10-096,ALVARO OBREGON,LA CAÑADA,8.8,Bajo,0.4072
12-044,TLALPAN,UNIDADES HABITACIONALES DE TENORIOS,8.8,Bajo,0.6808
07-183,IZTAPALAPA,SAN JOSE BUENAVISTA,8.8,Bajo,0.6587
07-223,IZTAPALAPA,SINATEL,8.7,Bajo,0.6538
12-092,TLALPAN,MA ESTHER ZUNO DE ECHEVERRIA-TLALPUENTE,8.7,Bajo,0.7143
10-005,ALVARO OBREGON,AGUILAS 3ER PARQUE,8.7,Bajo,0.6753
16-072,MIGUEL HIDALGO,SAN DIEGO OCOYOACAC,8.6,Bajo,0.2016
03-046,COYOACAN,EL ROSEDAL I,8.6,Bajo,0.5611
16-091,MIGUEL HIDALGO,ESCANDON II,8.6,Bajo,0.2427
06-033,IZTACALCO,SANTA CRUZ (BARR),8.6,Bajo,0.4673
03-042,COYOACAN,EL CENTINELA,8.6,Bajo,0.5545
10-038,ALVARO OBREGON,CANUTILLO 3RA SECCION,8.6,Bajo,0.6617
10-153,ALVARO OBREGON,MIGUEL GAONA ARMENTA,8.5,Bajo,0.6651
12-002,TLALPAN,AMPLIACION MIGUEL HIDALGO 2A SECC,8.5,Bajo,0.6968
16-023,MIGUEL HIDALGO,CUAUHTEMOC PENSIL,8.5,Bajo,0.1871
05-180,GUSTAVO A. MADERO,TEPETATAL,8.5,Bajo,0.3638
07-137,IZTAPALAPA,MAGDALENA ATLAZOLPA (PBLO),8.4,Bajo,0.6067
13-028,XOCHIMILCO,NATIVITAS,8.4,Bajo,0.8352
11-030,TLAHUAC,QUIAHUATLA,8.4,Bajo,0.6861
07-073,IZTAPALAPA,ESTRELLA CULHUACAN,8.3,Bajo,0.6147
03-013,COYOACAN,CAMPESTRE COYOACAN (FRACC),8.3,Bajo,0.5697
07-200,IZTAPALAPA,SAN PABLO (BARR),8.2,Bajo,0.6122
12-003,TLALPAN,AMPLIACION MIGUEL HIDALGO 3A SECC,8.2,Bajo,0.6985
07-022,IZTAPALAPA,CANANEA (U HAB),8.2,Bajo,0.4187
07-099,IZTAPALAPA,JARDINES DE SAN LORENZO,8.2,Bajo,0.4282
13-055,XOCHIMILCO,SAN MARCOS (BARR),8.2,Bajo,0.7642
03-061,COYOACAN,JARDINES DE COYOACAN (FRACC),8.1,Bajo,0.5391
10-131,ALVARO OBREGON,LOMAS DE GUADALUPE,8.1,Bajo,0.6656
14-004,BENITO JUAREZ,ALBERT,8.1,Bajo,0.2964
08-028,LA MAGDALENA CONTRERAS,LAS HUERTAS,8.1,Bajo,0.7327
04-028,CUAJIMALPA DE MORELOS,LAS TINAJAS,8.0,Bajo,0.6253
12-072,TLALPAN,LA JOYA,8.0,Bajo,0.6948
12-171,TLALPAN,TEPETONGO,8.0,Bajo,0.7215
10-105,ALVARO OBREGON,LA MARTINICA,7.9,Bajo,0.6745
07-161,IZTAPALAPA,PREDIO DEGOLLADO,7.9,Bajo,0.6283
17-058,VENUSTIANO CARRANZA,SIMON  BOLIVAR,7.8,Bajo,0.3425
07-164,IZTAPALAPA,PROGRESISTA,7.8,Bajo,0.661
06-016,IZTACALCO,LA ASUNCION (BARR),7.8,Bajo,0.4547
12-215,TLALPAN,BELISARIO DOMINGUEZ,7.8,Bajo,0.6891
12-062,TLALPAN,ISSSFAM No. 1 (U HAB)-VILLA TLALPAN,7.8,Bajo,0.6729
07-220,IZTAPALAPA,SECTOR POPULAR,7.7,Bajo,0.6019
08-038,LA MAGDALENA CONTRERAS,PUEBLO NUEVO ALTO,7.6,Bajo,0.7163
07-035,IZTAPALAPA,CUCHILLAS DEL MORAL (U HAB),7.6,Bajo,0.6004
11-031,TLAHUAC,SAN ANDRES MIXQUIC (PBLO),7.6,Bajo,0.6816
07-203,IZTAPALAPA,SAN SEBASTIAN TECOLOXTITLAN (PBLO),7.5,Bajo,0.6644
04-035,CUAJIMALPA DE MORELOS,MEMETLA,7.5,Bajo,0.6384
03-040,COYOACAN,EX EJIDO SAN FRANCISCO CULHUACAN I,7.5,Bajo,0.5993
07-202,IZTAPALAPA,SAN PEDRO (BARR),7.3,Bajo,0.5936
14-013,BENITO JUAREZ,ERMITA,7.3,Bajo,0.3371
03-051,COYOACAN,EX HACIENDA COAPA,7.3,Bajo,0.6386
10-148,ALVARO OBREGON,MARGARITA M DE JUAREZ,7.3,Bajo,0.4101
10-074,ALVARO OBREGON,FRANCISCO VILLA,7.3,Bajo,0.3988
10-087,ALVARO OBREGON,ISIDRO FABELA,7.3,Bajo,0.4198
12-117,TLALPAN,PEDREGAL DE SN NICOLAS 1A SECC,7.2,Bajo,0.7146
05-193,GUSTAVO A. MADERO,VALLE DEL TEPEYAC,7.2,Bajo,0.3754
13-035,XOCHIMILCO,SAN ANDRES AHUAYUCAN (PBLO),7.2,Bajo,0.7643
16-047,MIGUEL HIDALGO,LOS MORALES (POLANCO),7.2,Bajo,0.2119
14-024,BENITO JUAREZ,MIGUEL ALEMAN,7.1,Bajo,0.1708
05-100,GUSTAVO A. MADERO,LA FORESTAL 2,7.1,Bajo,0.3652
03-089,COYOACAN,PEDREGAL DE SAN FRANCISCO (FRACC),7.1,Bajo,0.5458
10-018,ALVARO OBREGON,ARTURO MARTINEZ,7.1,Bajo,0.4387
04-019,CUAJIMALPA DE MORELOS,EL YAQUI,7.1,Bajo,0.6329
10-008,ALVARO OBREGON,ALFALFAR,7.1,Bajo,0.4172
14-022,BENITO JUAREZ,MARIA DEL CARMEN,7.0,Bajo,0.2804
03-114,COYOACAN,VILLA COYOACAN,7.0,Bajo,0.533
02-013,AZCAPOTZALCO,CUITLAHUAC 1 Y 2 (U HAB),7.0,Bajo,0.2863
17-025,VENUSTIANO CARRANZA,EMILIO CARRANZA,7.0,Bajo,0.318
10-056,ALVARO OBREGON,EL BOSQUE,7.0,Bajo,0.4394
10-122,ALVARO OBREGON,LLANO REDONDO,7.0,Bajo,0.6772
07-014,IZTAPALAPA,BELLAVISTA (U HAB),6.9,Bajo,0.6502
07-077,IZTAPALAPA,FUEGO NUEVO,6.9,Bajo,0.5814
09-002,MILPA ALTA,SAN ANTONIO TECOMITL (PBLO),6.9,Bajo,0.8552
07-091,IZTAPALAPA,HEROES DE CHURUBUSCO,6.9,Bajo,0.6055
06-009,IZTACALCO,EX EJIDOS DE LA MAGDALENA MIXIHUCA,6.9,Bajo,0.4649
12-086,TLALPAN,LOMAS HIDALGO,6.7,Bajo,0.7083
17-031,VENUSTIANO CARRANZA,JAMAICA,6.7,Bajo,0.3527
16-038,MIGUEL HIDALGO,LOMA HERMOSA (CONJ HAB),6.7,Bajo,0.2373
07-152,IZTAPALAPA,PARAISO,6.7,Bajo,0.656
11-020,TLAHUAC,LA TURBA,6.7,Bajo,0.4574
10-028,ALVARO OBREGON,BEJERO,6.7,Bajo,0.4088
14-048,BENITO JUAREZ,VILLA DE CORTES,6.7,Bajo,0.3152
12-029,TLALPAN,CRUZ DEL FAROL,6.6,Bajo,0.6827
10-226,ALVARO OBREGON,TOLTECA,6.6,Bajo,0.4527
06-002,IZTACALCO,AMPLIACION RAMOS MILLAN,6.6,Bajo,0.438
16-086,MIGUEL HIDALGO,16 DE SEPTIEMBRE,6.5,Bajo,0.244
10-236,ALVARO OBREGON,VILLA PROGRESISTA,6.5,Bajo,0.645
10-103,ALVARO OBREGON,LA JOYA,6.4,Bajo,0.424
11-010,TLAHUAC,FRANCISCO VILLA,6.4,Bajo,0.7036
02-017,AZCAPOTZALCO,DEL MAESTRO,6.3,Bajo,0.3125
10-203,ALVARO OBREGON,SANTA MARIA NONOALCO,6.3,Bajo,0.4059
12-173,TLALPAN,TEZONTITLA,6.3,Bajo,0.6753
16-026,MIGUEL HIDALGO,DEL BOSQUE (POLANCO),6.3,Bajo,0.2386
10-034,ALVARO OBREGON,CALZADA JALALPA,6.2,Bajo,0.4021
12-210,TLALPAN,HEROES DE PADIERNA II,6.2,Bajo,0.7097
08-002,LA MAGDALENA CONTRERAS,BARRANCA SECA,6.2,Bajo,0.6994
07-057,IZTAPALAPA,EL RETOÑO,6.1,Bajo,0.6185
10-102,ALVARO OBREGON,LA HUERTA,6.1,Bajo,0.6891
02-108,AZCAPOTZALCO,VICTORIA DE LAS DEMOCRACIAS,6.1,Bajo,0.2793
12-116,TLALPAN,PEDREGAL DE LAS AGUILAS,6.1,Bajo,0.7083
04-011,CUAJIMALPA DE MORELOS,CRUZ BLANCA,6.1,Bajo,0.6026
10-120,ALVARO OBREGON,LIBERACION PROLETARIA,6.1,Bajo,0.4127
12-043,TLALPAN,FLORESTA-PRADO-VERGEL COAPA,6.0,Bajo,0.6789
07-120,IZTAPALAPA,LEYES DE REFORMA 2A SECCION,6.0,Bajo,0.5843
12-077,TLALPAN,LA TORTUGA XOLALPA-HCO COLEGIO MILITAR,6.0,Bajo,0.6318
08-036,LA MAGDALENA CONTRERAS,POTRERILLO,6.0,Bajo,0.7142
06-014,IZTACALCO,JARDINES TECMA,6.0,Bajo,0.461
07-051,IZTAPALAPA,EL MANTO,5.9,Bajo,0.5968
02-075,AZCAPOTZALCO,SAN BARTOLO CAHUALTONGO (PBLO),5.9,Bajo,0.3
02-104,AZCAPOTZALCO,TLATILCO,5.9,Bajo,0.2866
07-075,IZTAPALAPA,F P F V (PREDIO EL MOLINO) ( U HAB),5.9,Bajo,0.3859
03-032,COYOACAN,CTM VII A CULHUACAN (U HAB),5.9,Bajo,0.5751
03-128,COYOACAN,AJUSCO I,5.9,Bajo,0.5524
03-112,COYOACAN,STUNAM CULHUACAN (U HAB),5.9,Bajo,0.4689
17-054,VENUSTIANO CARRANZA,REVOLUCION,5.8,Bajo,0.3269
05-008,GUSTAVO A. MADERO,ARBOLEDAS DE CUAUTEPEC (AMPL),5.8,Bajo,0.3708
13-073,XOCHIMILCO,XALTOCAN (BARR),5.8,Bajo,0.8126
12-146,TLALPAN,ROMULO SANCHEZ-SAN FERNANDO (BARR)-PEÑA POBRE,5.8,Bajo,0.7307
16-066,MIGUEL HIDALGO,POPO,5.8,Bajo,0.2229
11-026,TLAHUAC,MIGUEL HIDALGO OTE,5.7,Bajo,0.6205
07-247,IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 6 (U HAB),5.7,Bajo,0.6606
17-037,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA (PBLO),5.6,Bajo,0.3104
05-044,GUSTAVO A. MADERO,EJIDOS SAN JUAN DE ARAGON 2A SECCION (U HAB),5.6,Bajo,0.3873
10-104,ALVARO OBREGON,LA LOMA,5.5,Bajo,0.6352
17-050,VENUSTIANO CARRANZA,POPULAR RASTRO,5.5,Bajo,0.3286
05-202,GUSTAVO A. MADERO,VISTA HERMOSA,5.5,Bajo,0.3623
05-127,GUSTAVO A. MADERO,NARCISO BASSOLS (U HAB),5.5,Bajo,0.5121
07-131,IZTAPALAPA,LOS ANGELES APANOAYA,5.4,Bajo,0.6438
07-063,IZTAPALAPA,EL TRIANGULO,5.4,Bajo,0.6348
13-009,XOCHIMILCO,CRISTO REY,5.4,Bajo,0.7862
10-029,ALVARO OBREGON,BELEN DE LAS FLORES,5.4,Bajo,0.4481
10-080,ALVARO OBREGON,GOLONDRINAS 1RA SECCION,5.3,Bajo,0.3974
12-005,TLALPAN,AMSA,5.3,Bajo,0.6899
06-017,IZTACALCO,LA CRUZ,5.3,Bajo,0.4562
07-205,IZTAPALAPA,SANTA BARBARA (BARR) I,5.3,Bajo,0.5964
04-002,CUAJIMALPA DE MORELOS,ADOLFO LOPEZ MATEOS,5.3,Bajo,0.6101
07-182,IZTAPALAPA,SAN JOSE ACULCO,5.3,Bajo,0.5986
07-143,IZTAPALAPA,MIRAVALLE,5.3,Bajo,0.655
09-010,MILPA ALTA,SAN SALVADOR CUAUHTENCO (PBLO),5.3,Bajo,0.8446
16-046,MIGUEL HIDALGO,LOMAS VIRREYES (LOMAS DE CHAPULTEPEC),5.3,Bajo,0.264
07-025,IZTAPALAPA,CASA BLANCA,5.2,Bajo,0.653
10-193,ALVARO OBREGON,SAN ANGEL INN,5.2,Bajo,0.7088
02-078,AZCAPOTZALCO,SAN FRANCISCO XOCOTITLA,5.2,Bajo,0.2858
10-186,ALVARO OBREGON,PUNTA DE CEHUAYO,5.2,Bajo,0.6453
07-083,IZTAPALAPA,GRANJAS ESTRELLA I,5.1,Bajo,0.6025
12-212,TLALPAN,LOMAS DE  PADIERNA II,5.1,Bajo,0.7074
07-126,IZTAPALAPA,LOMAS EL MANTO,5.0,Bajo,0.6181
12-148,TLALPAN,SAN BARTOLO EL CHICO,5.0,Bajo,0.6792
11-006,TLAHUAC,EL ROSARIO,5.0,Bajo,0.6975
02-093,AZCAPOTZALCO,SANTA CRUZ DE LAS SALINAS,5.0,Bajo,0.3242
05-183,GUSTAVO A. MADERO,TLACAMACA,5.0,Bajo,0.3728
10-024,ALVARO OBREGON,AXOTLA,5.0,Bajo,0.6661
14-010,BENITO JUAREZ,CREDITO CONSTRUCTOR,4.9,Bajo,0.1605
07-186,IZTAPALAPA,SAN JUAN JOYA (PJE),4.9,Bajo,0.6544
07-242,IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 1 (U HAB),4.9,Bajo,0.6645
13-064,XOCHIMILCO,SANTA MARIA NATIVITAS (PBLO),4.9,Bajo,0.7848
03-080,COYOACAN,LOS SAUCES (FRACC),4.8,Bajo,0.5553
12-009,TLALPAN,ARENAL PUERTA TEPEPAN,4.8,Bajo,0.6821
07-001,IZTAPALAPA,ACULCO (PBLO),4.8,Bajo,0.6003
07-226,IZTAPALAPA,STA ISABEL INDUSTRIAL,4.8,Bajo,0.6476
05-103,GUSTAVO A. MADERO,LA JOYITA,4.8,Bajo,0.3892
03-129,COYOACAN,AJUSCO II,4.8,Bajo,0.5513
15-061,CUAUHTEMOC,NONOALCO-TLATELOLCO (U HAB) III,4.8,Bajo,0.2286
03-166,COYOACAN,LIBERTAD 100,4.8,Bajo,0.5632
12-208,TLALPAN,SAN MIGUEL TOXIAC,4.8,Bajo,0.6788
10-170,ALVARO OBREGON,PASEO DE LAS LOMAS-SAN GABRIEL,4.8,Bajo,0.6807
02-044,AZCAPOTZALCO,LIBERTAD,4.8,Bajo,0.3035
07-038,IZTAPALAPA,DEGOLLADO,4.7,Bajo,0.6481
03-058,COYOACAN,INFONAVIT CULHUACAN ZONA 3 (U HAB),4.7,Bajo,0.4667
12-026,TLALPAN,CONDOMINIO DEL BOSQUE (FRACC)-BOSQUE DE TLALPAN,4.7,Bajo,0.7067
13-005,XOCHIMILCO,BOSQUE RESIDENCIAL DEL SUR (FRACC),4.7,Bajo,0.797
17-022,VENUSTIANO CARRANZA,EL ARENAL PTO AEREO (FRACC),4.7,Bajo,0.4608
11-008,TLAHUAC,EMILIANO ZAPATA 1A,4.7,Bajo,0.6774
12-130,TLALPAN,PRADO COAPA 2A SECCION,4.6,Bajo,0.7047
03-076,COYOACAN,LOS OLIVOS (FRACC),4.6,Bajo,0.5375
10-184,ALVARO OBREGON,PUENTE COLORADO,4.6,Bajo,0.6812
13-012,XOCHIMILCO,EL ROSARIO (BARR),4.6,Bajo,0.8066
10-070,ALVARO OBREGON,ESTADO DE HIDALGO (AMPL),4.6,Bajo,0.4753
03-092,COYOACAN,PETROLERA TAXQUEÑA,4.6,Bajo,0.4806
07-188,IZTAPALAPA,SAN JUANICO NEXTIPAC (PBLO),4.6,Bajo,0.6078
16-028,MIGUEL HIDALGO,DEPORTIVA PENSIL,4.6,Bajo,0.2206
12-167,TLALPAN,TECORRAL,4.6,Bajo,0.6712
13-021,XOCHIMILCO,LA CONCHA,4.6,Bajo,0.787
12-185,TLALPAN,VALLE VERDE,4.5,Bajo,0.7021
05-101,GUSTAVO A. MADERO,LA FORESTAL 3,4.5,Bajo,0.3433
11-050,TLAHUAC,TIERRA BLANCA,4.4,Bajo,0.6832
05-198,GUSTAVO A. MADERO,VILLA DE ARAGON (FRACC),4.4,Bajo,0.3358
12-213,TLALPAN,PEDREGAL DE SN NICOLAS 4A SECC I,4.4,Bajo,0.7076
07-007,IZTAPALAPA,AÑO DE JUAREZ,4.3,Bajo,0.6412
12-145,TLALPAN,ROCA DE CRISTAL,4.3,Bajo,0.7156
11-059,TLAHUAC,ATOTOLCO,4.2,Bajo,0.6848
07-245,IZTAPALAPA,VICENTE GUERRERO SUPER MANZANA 4 (U HAB),4.2,Bajo,0.6425
05-138,GUSTAVO A. MADERO,PLAZA ORIENTE (RDCIAL),4.2,Bajo,0.3945
12-034,TLALPAN,DOLORES TLALI,4.1,Bajo,0.6975
13-020,XOCHIMILCO,LA CONCEPCION TLACOAPA (BARR),4.0,Bajo,0.7641
05-058,GUSTAVO A. MADERO,FAJA DE ORO,4.0,Bajo,0.383
10-224,ALVARO OBREGON,TLAPECHICO,4.0,Bajo,0.6632
10-043,ALVARO OBREGON,COLINAS DE TARANGO,4.0,Bajo,0.682
14-050,BENITO JUAREZ,ZACAHUITZCO,3.9,Bajo,0.3003
07-108,IZTAPALAPA,LA ESTACION,3.9,Bajo,0.4382
16-036,MIGUEL HIDALGO,LEGARIA,3.9,Bajo,0.1919
17-038,VENUSTIANO CARRANZA,MERCED BALBUENA,3.9,Bajo,0.3355
05-060,GUSTAVO A. MADERO,FERROCARRILERA INSURGENTES,3.9,Bajo,0.3887
10-101,ALVARO OBREGON,LA HERRADURA,3.9,Bajo,0.6982
13-004,XOCHIMILCO,BELEM (BARR),3.9,Bajo,0.7823
07-221,IZTAPALAPA,SIDERAL,3.9,Bajo,0.6188
02-088,AZCAPOTZALCO,SAN SEBASTIAN,3.9,Bajo,0.2664
12-097,TLALPAN,EL MIRADOR 2A y 3A SECC,3.8,Bajo,0.735
07-058,IZTAPALAPA,EL RODEO,3.8,Bajo,0.6589
13-017,XOCHIMILCO,LA ASUNCION (BARR),3.8,Bajo,0.7535
