id_colonia,nom_alcaldia,nom_colonia,n_fugas_predicho,riesgo_nivel,IVH
16-079,MIGUEL HIDALGO,TATA LÁZARO (U HAB),0.0,Bajo,0.086
16-076,MIGUEL HIDALGO,SANTO TOMAS,0.0,Bajo,0.2462
16-074,MIGUEL HIDALGO,SAN LORENZO TLALTENANGO,0.0,Bajo,0.2083
10-258,ALVARO OBREGON,RESIDENCIAL MARIA ISABEL,0.0,Bajo,0.5217
10-259,ALVARO OBREGON,RESIDENCIAL LOS PINOS (U HAB),0.0,Bajo,0.357
16-067,MIGUEL HIDALGO,POPO (AMPL),0.0,Bajo,0.156
17-069,VENUSTIANO CARRANZA,5TO TRAMO DE 20 DE NOVIEMBRE,0.0,Bajo,0.2487
03-079,COYOACAN,LOS ROBLES (FRACC),0.0,Bajo,0.4892
03-077,COYOACAN,LOS OLIVOS (U HAB),0.0,Bajo,0.4693
10-001,ALVARO OBREGON,ABRAHAM GONZALEZ,0.0,Bajo,0.4229
03-074,COYOACAN,LOS GIRASOLES II,0.0,Bajo,0.5103
16-101,MIGUEL HIDALGO,BOSQUES DE LAS LOMAS II,0.0,Bajo,0.1874
06-045,IZTACALCO,AGRICOLA ORIENTAL VI,0.0,Bajo,0.4002
16-099,MIGUEL HIDALGO,ESCANDON III,0.0,Bajo,0.1705
16-098,MIGUEL HIDALGO,LOMAS DE BEZARES II,0.0,Bajo,0.2059
16-093,MIGUEL HIDALGO,POPOTLA II,0.0,Bajo,0.1827
10-260,ALVARO OBREGON,SEARS SEGUNDA SECCION (U HAB),0.0,Bajo,0.2717
16-085,MIGUEL HIDALGO,10 DE ABRIL,0.0,Bajo,0.232
07-173,IZTAPALAPA,RICARDO FLORES MAGON (AMPL),0.0,Bajo,0.5647
07-174,IZTAPALAPA,RINCONADA EL MOLINO,0.0,Bajo,0.416
03-019,COYOACAN,CHIMALISTAC,0.0,Bajo,0.5567
03-018,COYOACAN,CENTRO URBANO TLALPAN (U HAB),0.0,Bajo,0.5076
03-015,COYOACAN,CANAL NACIONAL 260 (U HAB),0.0,Bajo,0.417
07-179,IZTAPALAPA,SAN FRANCISCO APOLOCALCO,0.0,Bajo,0.6297
06-044,IZTACALCO,AGRICOLA ORIENTAL V,0.0,Bajo,0.4083
07-184,IZTAPALAPA,SAN JUAN 2A AMPLIACIÓN (PJE),0.0,Bajo,0.6365
03-056,COYOACAN,INFONAVIT CULHUACAN ZONA 1 (U HAB),0.0,Bajo,0.46
07-185,IZTAPALAPA,SAN JUAN CERRO (PJE),0.0,Bajo,0.573
07-189,IZTAPALAPA,SAN LORENZO 870 (U HAB),0.0,Bajo,0.5883
03-014,COYOACAN,CANAL NACIONAL (U HAB),0.0,Bajo,0.5601
03-011,COYOACAN,CAFETALES II (RDCIAL),0.0,Bajo,0.5373
03-005,COYOACAN,ALTILLO (COND ALTILLO UNIVERSIDAD),0.0,Bajo,0.4959
02-114,AZCAPOTZALCO,PRO HOGAR II,0.0,Bajo,0.21
02-111,AZCAPOTZALCO,SAN PEDRO XALPA (AMPL) I,0.0,Bajo,0.253
02-110,AZCAPOTZALCO,XOCHINAHUAC (U HAB),0.0,Bajo,0.2522
17-013,VENUSTIANO CARRANZA,CARACOL (AMPL),0.0,Bajo,0.381
07-158,IZTAPALAPA,PEÑON VIEJO (U HAB),0.0,Bajo,0.567
17-011,VENUSTIANO CARRANZA,CANDELARIA DE LOS PATOS (U HAB),0.0,Bajo,0.2442
17-010,VENUSTIANO CARRANZA,BAHIA (U HAB),0.0,Bajo,0.3928
12-139,TLALPAN,RESIDENCIAL INSURGENTES SUR (U HAB),0.0,Bajo,0.6097
17-008,VENUSTIANO CARRANZA,AVIACION CIVIL (AMPL),0.0,Bajo,0.4549
10-241,ALVARO OBREGON,19 DE MAYO,0.0,Bajo,0.6268
17-001,VENUSTIANO CARRANZA,AARON SAENZ,0.0,Bajo,0.3554
10-243,ALVARO OBREGON,1RA VICTORIA SECCION BOSQUES,0.0,Bajo,0.3677
02-073,AZCAPOTZALCO,SAN ANDRES DE LAS SALINAS (PBLO),0.0,Bajo,0.2517
02-068,AZCAPOTZALCO,ROSENDO SALAZAR (CONJ HAB),0.0,Bajo,0.2895
02-064,AZCAPOTZALCO,PRESIDENTE MADERO (U HAB),0.0,Bajo,0.2667
10-244,ALVARO OBREGON,26 DE JULIO,0.0,Bajo,0.5217
17-030,VENUSTIANO CARRANZA,INDUSTRIAL PUERTO AEREO (FRACC),0.0,Bajo,0.5297
17-028,VENUSTIANO CARRANZA,FIVIPORT (U HAB),0.0,Bajo,0.4402
17-024,VENUSTIANO CARRANZA,EMILIANO ZAPATA (U HAB),0.0,Bajo,0.3363
17-019,VENUSTIANO CARRANZA,EL ARENAL 2A SECCION,0.0,Bajo,0.4858
10-039,ALVARO OBREGON,CANUTILLO PREDIO LA PRESA,0.0,Bajo,0.6437
10-247,ALVARO OBREGON,ESTADO DE HIDALGO_,0.0,Bajo,0.6064
02-084,AZCAPOTZALCO,SAN PABLO XALPA (U HAB),0.0,Bajo,0.2422
02-083,AZCAPOTZALCO,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),0.0,Bajo,0.1499
02-109,AZCAPOTZALCO,VILLAS AZCAPOTZALCO (U HAB),0.0,Bajo,0.1499
10-037,ALVARO OBREGON,CANUTILLO(AGUASCALIENTES),0.0,Bajo,0.6528
02-105,AZCAPOTZALCO,TLATILCO (U HAB),0.0,Bajo,0.2313
10-249,ALVARO OBREGON,BELEN DE LAS FLORES_,0.0,Bajo,0.6378
02-003,AZCAPOTZALCO,PETROLERA (AMPL),0.0,Bajo,0.2724
17-084,VENUSTIANO CARRANZA,MORELOS II,0.0,Bajo,0.2618
17-067,VENUSTIANO CARRANZA,20 DE NOVIEMBRE (AMPL),0.0,Bajo,0.2003
17-064,VENUSTIANO CARRANZA,VIADUCTO  - BALBUENA (CONJ HAB),0.0,Bajo,0.4234
17-063,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA (AMPL),0.0,Bajo,0.2581
17-059,VENUSTIANO CARRANZA,TRES MOSQUETEROS,0.0,Bajo,0.3304
10-036,ALVARO OBREGON,CAÑADA DEL OLIVAR (U HAB),0.0,Bajo,0.649
07-192,IZTAPALAPA,SAN LORENZO TEZONCO I (U HAB),0.0,Bajo,0.6131
07-193,IZTAPALAPA,SAN LORENZO TEZONCO II (U HAB),0.0,Bajo,0.529
07-199,IZTAPALAPA,SAN NICOLAS TOLENTINO II,0.0,Bajo,0.5663
02-039,AZCAPOTZALCO,JARDINES CEYLAN (U HAB),0.0,Bajo,0.2754
02-037,AZCAPOTZALCO,ISSFAM LAS ARMAS (U HAB),0.0,Bajo,0.244
07-201,IZTAPALAPA,"SAN PABLO I, II Y V-LOMAS DEL PARAISO",0.0,Bajo,0.6399
02-034,AZCAPOTZALCO,HUAUTLA DE LAS SALINAS (BARR),0.0,Bajo,0.2906
02-046,AZCAPOTZALCO,MANUEL RIVERA ANAYA CROC I (U HAB),0.0,Bajo,0.2431
17-071,VENUSTIANO CARRANZA,7 DE JULIO (AMPL),0.0,Bajo,0.3433
10-035,ALVARO OBREGON,CAMPO DE TIRO LOS GAMITOS,0.0,Bajo,0.4187
10-017,ALVARO OBREGON,ARTURO GAMIZ,0.0,Bajo,0.6799
10-016,ALVARO OBREGON,ARCOS DE CENTENARIO,0.0,Bajo,0.6741
10-015,ALVARO OBREGON,ARBOLEDAS POLITOCO,0.0,Bajo,0.6453
10-014,ALVARO OBREGON,JALALPA (AMPL),0.0,Bajo,0.393
10-013,ALVARO OBREGON,LA MEXICANA (AMPL),0.0,Bajo,0.3966
10-011,ALVARO OBREGON,ALPES (AMPL),0.0,Bajo,0.6376
02-011,AZCAPOTZALCO,COSMOPOLITA (AMPL),0.0,Bajo,0.2545
17-082,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION IV,0.0,Bajo,0.2845
10-232,ALVARO OBREGON,UNIDAD POPULAR TEPEACA,0.0,Bajo,0.5901
10-233,ALVARO OBREGON,UNION OLIVOS,0.0,Bajo,0.654
10-234,ALVARO OBREGON,UNION POPULAR EMILIANO ZAPATA (U HAB),0.0,Bajo,0.3585
17-077,VENUSTIANO CARRANZA,JARDIN BALBUENA II,0.0,Bajo,0.2886
17-075,VENUSTIANO CARRANZA,IGNACIO ZARAGOZA II,0.0,Bajo,0.4379
02-033,AZCAPOTZALCO,HOGARES FERROCARRILEROS (U HAB),0.0,Bajo,0.2362
