consulta,match,score,decision,cve_alcaldia
CALZADA IGNACIO ZARAGOZA,AMPLIACION RAMOS MILLAN,51,no_match,006
SUR 73,REFORMA IZTACCIHUATL SUR,66,no_match,006
CALLE JOSE ANTONIO TORRES,CAMPAMENTO 2 DE OCTUBRE I,44,no_match,006
AVENIDA HIDALGO,VIADUCTO PIEDAD,46,no_match,006
AVENIDA PRESIDENTE PLUTARCO ELIAS CALLES,CUCHILLA AGRICOLA ORIENTAL,45,no_match,006
PLAYA MANZANILLO,TLACOTAL RAMOS MILLAN,48,no_match,006
SUR 14,REFORMA IZTACCIHUATL SUR,66,no_match,006
CALLE SUR 12 B,PICOS IZTACALCO 1B,50,no_match,006
BARRIO DE SAN MIGUEL,SAN MIGUEL (BARR),81,candidato,006
SUR 20,REFORMA IZTACCIHUATL SUR,66,no_match,006
CALZADA DE LA VIGA,CARLOS ZAPATA VELA,50,no_match,006
CANAL DE OHTENCO,GRANJAS MEXICO I,50,no_match,006
SAN RAMON,SANTA ANITA,60,no_match,006
AVENIDA ORIENTE 255,AGRICOLA ORIENTAL I,52,no_match,006
PRIMERA CERRADA CALLE DE OHTENCO,CAMPAMENTO 2 DE OCTUBRE I,45,no_match,006
AVENIDA AZUCAR,SANTA ANITA,56,no_match,006
ORIENTE 249,AGRICOLA ORIENTAL I,46,no_match,006
SAN FRANCISCO,SANTA ANITA,58,no_match,006
EMPERADORES AZTECAS,SAN PEDRO IZTACALCO (BARR),48,no_match,006
AVENIDA JAVIER ROJO GOMEZ,NUEVA STA ANITA,40,no_match,006
FERROCARRIL DE RIO FRIO,AGRICOLA ORIENTAL I,42,no_match,006
CALLE 6,PANTITLAN I,33,no_match,006
ORIENTE 237-C,AGRICOLA ORIENTAL I,50,no_match,006
16 DE SEPTIEMBRE,CAMPAMENTO 2 DE OCTUBRE I,48,no_match,006
AVENIDA SANTIAGO,SANTA ANITA,74,candidato,006
PLAYA LIMON,TLAZINTLA,50,no_match,006
EMILIANO ZAPATA,CARLOS ZAPATA VELA,60,no_match,006
ORIENTE 233,AGRICOLA ORIENTAL I,46,no_match,006
AVENIDA NORTE,SANTIAGO NORTE (BARR),58,no_match,006
SUR 79,REFORMA IZTACCIHUATL SUR,66,no_match,006
CHICLE,MOSCO CHINAMPA,40,no_match,006
SAN ANDRES TETEPILCO,SANTIAGO NORTE (BARR),53,no_match,006
AVENIDA TE,SANTA ANITA,57,no_match,006
QUINTA PRIVADA CHICLE,AGRICOLA ORIENTAL IV,53,no_match,006
AVENIDA ANDRES MOLINA ENRIQUEZ,AGRICOLA ORIENTAL I,44,no_match,006
PLAYA DE LOS MUERTOS,CARLOS ZAPATA VELA,47,no_match,006
AGUA CALIENTE,CUCHILLA AGRICOLA ORIENTAL,51,no_match,006
AZAFRAN,SANTA ANITA,44,no_match,006
270,PICOS IZTACALCO 2A,9,no_match,006
EL RANCHITO,EL RODEO,52,no_match,006
CALLE AVENA,SANTA ANITA,45,no_match,006
APATLACO,PANTITLAN I,52,no_match,006
CALLE UNO,CUCHILLA RAMOS MILLAN,40,no_match,006
AVENIDA SUR 12,SANTIAGO SUR (BARR),54,no_match,006
MODERNA,EL RODEO,40,no_match,006
ORIENTE 235-B,AGRICOLA ORIENTAL I,43,no_match,006
FUENTES STA ANITA,NUEVA STA ANITA,75,candidato,006
CANAL NACIONAL,SANTA ANITA,56,no_match,006
PROLONGACION CANAL NACIONAL,AMPLIACION RAMOS MILLAN,48,no_match,006
CANELA,TLAZINTLA,53,no_match,006
CUARTA PRIVADA DE CHICLE,CUCHILLA AGRICOLA ORIENTAL,44,no_match,006
CENTENO,JUVENTINO ROSAS I,41,no_match,006
AMADO NERVO,RAMOS MILLAN BRAMADERO I,51,no_match,006
CERRADA TEZONTLE,ZAPOTLA (BARR),46,no_match,006
CERRADA DE HORTALIZA,AGRICOLA ORIENTAL I,46,no_match,006
MEXICO CITY,GRANJAS MEXICO I,70,candidato,006
SUR 28,REFORMA IZTACCIHUATL SUR,66,no_match,006
EJE VIAL 3 ORIENTE,AGRICOLA ORIENTAL I,54,no_match,006
SUR 101,REFORMA IZTACCIHUATL SUR,60,no_match,006
FRANCISCO DEL PASO Y TRONCOSO,INFONAVIT IZTACALCO (U HAB) ZONA DEL LAGO,42,no_match,006
AVENIDA MEXICO,GRANJAS MEXICO I,66,no_match,006
CALLE 2,PICOS IZTACALCO 2A,40,no_match,006
REAL DEL MORAL,GABRIEL RAMOS MILLAN,47,no_match,006
MANUEL ACUNA,SANTA ANITA,52,no_match,006
MARTIRES DE TLATELOLCO,JARDINES TECMA,50,no_match,006
CALLE 4,PANTITLAN I,33,no_match,006
PRIVADA IGNACIO ZARAGOZA,AMPLIACION RAMOS MILLAN,51,no_match,006
SAN RAFAEL ATLIXCO,SAN PEDRO IZTACALCO (BARR),50,no_match,006
CALLE ORIENTE 241 A,CUCHILLA AGRICOLA ORIENTAL,53,no_match,006
MIGUEL CRUZ AEDO,LA CRUZ,72,candidato,006
PUEBLA,LA CRUZ,46,no_match,006
CALLE ORIENTE 243-B,CUCHILLA AGRICOLA ORIENTAL,48,no_match,006
PENINSULA,PANTITLAN I,50,no_match,006
PRIVADA TOMAS CONTRERAS,NUEVA STA ANITA,47,no_match,006
JESUS URUETA,JARDINES TECMA,46,no_match,006
PLAYA ICACOS,CARLOS ZAPATA VELA,53,no_match,006
ORIENTE. 237,AGRICOLA ORIENTAL I,45,no_match,006
ORIENTE 253,AGRICOLA ORIENTAL I,46,no_match,006
PRIVADA SAN PEDRO,SAN PEDRO IZTACALCO (BARR),69,no_match,006
VISTA ALEGRE,MILITAR MARTE,56,no_match,006
JUANA DE ARCO,CARLOS ZAPATA VELA,51,no_match,006
AVENIDA SUR 8,SANTIAGO SUR (BARR),56,no_match,006
JARDIN BALBUENA,SANTA ANITA,46,no_match,006
PLAYA MOCAMBO,TLACOTAL RAMOS MILLAN,47,no_match,006
PLAYA MIRAMAR,TLACOTAL RAMOS MILLAN,52,no_match,006
CARMEN,SAN MIGUEL (BARR),43,no_match,006
SUR 4-D,REFORMA IZTACCIHUATL SUR,60,no_match,006
BREA,SAN MIGUEL (BARR),38,no_match,006
1A. CERRADA ANIL,NUEVA STA ANITA,45,no_match,006
CAFETAL,AGRICOLA ORIENTAL I,46,no_match,006
CALZADA DE TLALPAN,CARLOS ZAPATA VELA,50,no_match,006
AVENIDA DEL RECREO,GRANJAS MEXICO I,47,no_match,006
JULIO GARCIA,AGRICOLA ORIENTAL I,45,no_match,006
CERRADA SAGRADO CORAZON,SANTA CRUZ (BARR),50,no_match,006
ZURCO,COYUYA (FRACC),31,no_match,006
VILLA DE CORTES,MILITAR MARTE,50,no_match,006
CALLE 3 ALEJANDRO CARREL,CAMPAMENTO 2 DE OCTUBRE I,44,no_match,006
C DE LA UNION,LA ASUNCION (BARR),58,no_match,006
VAINILLA,PANTITLAN IV,60,no_match,006
SUR 22,REFORMA IZTACCIHUATL SUR,66,no_match,006
CALLE 24,PICOS IZTACALCO 2A,38,no_match,006
AVENIDA AMACUZAC,SANTA CRUZ (BARR),48,no_match,006
SUR 75-A,REFORMA IZTACCIHUATL SUR,54,no_match,006
CALLE CORDILLERAS,CUCHILLA RAMOS MILLAN,52,no_match,006
PENON,PANTITLAN I,37,no_match,006
MANUEL JOSE OTHON,SAN MIGUEL (BARR),41,no_match,006
PIRUL,LA CRUZ,50,no_match,006
NEZAHUALPILLI,PICOS IZTACALCO 1B,38,no_match,006
SUR 67,REFORMA IZTACCIHUATL SUR,66,no_match,006
SUR 65,REFORMA IZTACCIHUATL SUR,66,no_match,006
SUR 77,REFORMA IZTACCIHUATL SUR,66,no_match,006
SUR 107-A,REFORMA IZTACCIHUATL SUR,50,no_match,006
SUR 113-B,REFORMA IZTACCIHUATL SUR,50,no_match,006
ORIENTE 257,AGRICOLA ORIENTAL I,46,no_match,006
CALLE ORIENTE 245,CUCHILLA AGRICOLA ORIENTAL,51,no_match,006
PLAYA CORTES,LA CRUZ,52,no_match,006
JUAN N. MIRAFUENTES,SAN MIGUEL (BARR),44,no_match,006
JUAN DE DIOS CANEDO,CAMPAMENTO 2 DE OCTUBRE I,50,no_match,006
BUSTAMANTE,SANTA ANITA,47,no_match,006
CERRADA 2 ANASTACIO BUSTAMANTE,SANTA ANITA,48,no_match,006
OBRERA,ZAPOTLA (BARR),40,no_match,006
MAGUEY,SAN MIGUEL (BARR),34,no_match,006
AGUAMIEL,AGRICOLA ORIENTAL I,44,no_match,006
HENEQUEN,CAMPAMENTO 2 DE OCTUBRE I,30,no_match,006
AREA FEDERAL PANTEON SAN LORENZO TEZONCO,SAN FCO XICALTONGO (BARR),46,no_match,006
SUR 24,REFORMA IZTACCIHUATL SUR,66,no_match,006
PLAYA PIE DE LA CUESTA,CARLOS ZAPATA VELA,50,no_match,006
PLAYA REGATAS,NUEVA STA ANITA,50,no_match,006
ABASOLO,LA ASUNCION (BARR),40,no_match,006
CALLE A,PICOS IZTACALCO 2A,40,no_match,006
ANDADOR LUPULA,ZAPOTLA (BARR),42,no_match,006
ORIENTE 100-A,AGRICOLA ORIENTAL I,50,no_match,006
ORIENTE 108,AGRICOLA ORIENTAL I,46,no_match,006
RESINA,MILITAR MARTE,42,no_match,006
PARAJE TLACATECO,TLACOTAL RAMOS MILLAN,48,no_match,006
AVENIDA CANAL DE APATLACO,CAMPAMENTO 2 DE OCTUBRE I,48,no_match,006
CALLE TALLERES GRAFICOS,TLACOTAL RAMOS MILLAN,50,no_match,006
DIEGO RIVERA,JARDINES TECMA,46,no_match,006
CALLE GUADALUPE,CARLOS ZAPATA VELA,42,no_match,006
CIUDAD LAGO,LA CRUZ,55,no_match,006
AVENIDA UNION,SANTA ANITA,50,no_match,006
SEGUNDA PRIVADA DE CALLE NORTE,SANTIAGO NORTE (BARR),47,no_match,006
SUR 16,REFORMA IZTACCIHUATL SUR,66,no_match,006
ANASTACIO BUSTAMANTE,SANTA ANITA,58,no_match,006
MARCOS CARRILLO,GABRIEL RAMOS MILLAN,57,no_match,006
CERRADA DE RIO FRIO,RAMOS MILLAN BRAMADERO I,46,no_match,006
TERCERA CERRADA A. BUSTAMANTE,CAMPAMENTO 2 DE OCTUBRE I,44,no_match,006
SUR 171,REFORMA IZTACCIHUATL SUR,60,no_match,006
SUR 27,REFORMA IZTACCIHUATL SUR,66,no_match,006
RODOLFO VIRCHAW,AGRICOLA ORIENTAL I,41,no_match,006
AVENIDA CANAL DE SAN JUAN,NUEVA STA ANITA,55,no_match,006
ORIENTE 243,AGRICOLA ORIENTAL I,46,no_match,006
CALLE ORIENTE 243-A,CUCHILLA AGRICOLA ORIENTAL,53,no_match,006
ANDADOR PARAJE TLACALTECO,TLACOTAL RAMOS MILLAN,52,no_match,006
ANDADOR DE ORIENTE 247-A,CAMPAMENTO 2 DE OCTUBRE I,48,no_match,006
PRIVADA 217,VIADUCTO PIEDAD,38,no_match,006
ALAMOS,MOSCO CHINAMPA,50,no_match,006
DIAMANTE 1,SANTA ANITA,47,no_match,006
CALLE ERNESTO P. URUCHURTU,CAMPAMENTO 2 DE OCTUBRE I,43,no_match,006
SUR 105,REFORMA IZTACCIHUATL SUR,60,no_match,006
SUR 115,REFORMA IZTACCIHUATL SUR,60,no_match,006
CALLE 14,PICOS IZTACALCO 1B,38,no_match,006
ORIENTE 245-A,AGRICOLA ORIENTAL I,50,no_match,006
PASCUAL OROZCO,COYUYA (FRACC),42,no_match,006
SEGUNDA CERRADA ORIENTE 245,SANTIAGO NORTE (BARR),45,no_match,006
SUR 65-A,REFORMA IZTACCIHUATL SUR,54,no_match,006
AVENIDA SUR 4,SANTIAGO SUR (BARR),56,no_match,006
CALLE JUAN JOSE EGUIARA Y EGUREN,SAN PEDRO IZTACALCO (BARR),41,no_match,006
TOMAS VAZQUEZ,CARLOS ZAPATA VELA,38,no_match,006
BARRIO SAN PEDRO,SAN PEDRO IZTACALCO (BARR),76,candidato,006
FRACCIONAMIENTO COYUYA,COYUYA (FRACC),66,no_match,006
BARRIO SAN FRANCISCO XICALTONGO,SAN FCO XICALTONGO (BARR),82,candidato,006
PASEOS DE CHURUBUSCO,CARLOS ZAPATA VELA,42,no_match,006
CIUDAD DE MEXICO,PRESIDENTES DE MEXICO,72,candidato,007
MEXICO CITY,PRESIDENTES DE MEXICO,70,candidato,007
MANZANO,EL MANTO,53,no_match,007
CAMINO REAL,MINERVA,55,no_match,007
ALBERT,MONTE ALBAN,47,no_match,007
TERCERA CERRADA DE EMILIO CARRANZA,BARRANCAS DE GUADALUPE,53,no_match,007
AVENIDA SAN LORENZO,JARDINES DE SAN LORENZO,73,candidato,007
MOGUER,LA MAGUEYERA,55,no_match,007
EJERCITO DE ORIENTE ZONA PENON,EJERCITO DE ORIENTE (U HAB) I,79,candidato,007
AVENIDA EXPLORADORES EJERCITO DE ORIENTE,EJERCITO DE ORIENTE (U HAB) I,79,candidato,007
ANTONIO PLAZA,GRANJAS SAN ANTONIO,70,candidato,007
ALBARRADA,ALBARRADAS (U HAB),66,no_match,007
CALLE PABLO GARCIA,PLUTARCO ELIAS CALLES (U HAB),55,no_match,007
HUMBERTO G. TAMAYO,ROTARIOS (U HAB),47,no_match,007
LOS REYES CULHUACAN,CULHUACAN (PBLO),72,candidato,007
AREA FEDERAL COMPLEJO DE TELEFONIA,LEYES DE REFORMA 1A SECCION,49,no_match,007
EJERCITO DE ORIENTE INDECO II ISSSTE,EJERCITO DE ORIENTE (U HAB) II,84,candidato,007
TECNICOS Y MANUALES,LOS ANGELES,53,no_match,007
SALVADOR ESCALANTE,TEXCOCO EL SALADO,51,no_match,007
ESPANA,LA ESPERANZA,66,no_match,007
VILLA INFERIOR,FRANCISCO VILLA,68,no_match,007
VILLA GUILLERMINA,MINAS POLVORILLA (U HAB) I,55,no_match,007
AVENIDA SAN FRANCISCO TLALTENCO,FRANCISCO VILLA,75,candidato,007
AVENIDA JOSE MARIA MORELOS,JOSE MA MORELOS Y PAVON (U HAB),63,no_match,007
CALLE 10,CITLALLI,50,no_match,007
AREA FEDERAL CENTRAL DE ABASTOS,CHINAMPAS DE SANTA MA TOMATLAN,49,no_match,007
PIEDRAS NEGRAS,LAS PENAS I,56,no_match,007
SUR 23,ESTRELLA DEL SUR,66,no_match,007
EVA SAMANO DE LOPEZ MATEOS,LOMAS EL MANTO,60,no_match,007
FRANCISCO I. MADERO,FRANCISCO VILLA,75,candidato,007
TLALOC,APATLACO,57,no_match,007
CALLE MINA,CITLALLI,55,no_match,007
CALLEJON DE LAS FLORES,RICARDO FLORES MAGON,57,no_match,007
JUAN ALVAREZ,PARAJE SAN JUAN,59,no_match,007
ERMITA IZTAPALAPA,COLONIAL IZTAPALAPA (FRACC),74,candidato,007
8VA AMPLIACION SAN MIGUEL,SAN MIGUEL (BARR),74,candidato,007
SAN JUAN ESTRELLA,ESTRELLA CULHUACAN,74,candidato,007
CONDOMINIO 5 UNIDAD MIRASOLES,MIRASOLES (U HAB),69,no_match,007
TULYEHUALCO CANAL DE GARAY,LOMAS DE SANTA CRUZ MEYEHUALCO,53,no_match,007
COAPA 28 BIS,XALPA I,52,no_match,007
REFORMA IZTACCIHUATL SUR,REFORMA POLITICA I,57,no_match,007
2DA CERRADA DE HIDALGO,BARRANCAS DE GUADALUPE,54,no_match,007
UNIDAD HABITACIONAL VICENTE GUERRERO,VICENTE GUERRERO SUPER MANZANA 1 (U HAB),65,no_match,007
2DA AMPLIACION SAN MIGUEL,SAN MIGUEL (BARR),74,candidato,007
AVENIDA UNIDAD MODELO,MODELO (U),75,candidato,007
CENTRAL DE ABASTO,ESTADO DE VERACRUZ,57,no_match,007
TAMEMES,LOS ANGELES,44,no_match,007
PLAYA LORENA,LA PLANTA,66,no_match,007
COLONIA SAN ANDES TETEPILCO,SAN ANDRES TETEPILCO (PBLO),70,candidato,007
AVENIDA RIO CHURUBUSCO,HEROES DE CHURUBUSCO,71,candidato,007
31 DE JULIO DE 1859,CONSTITUCION DE 1917 I,52,no_match,007
5 DE MAYO,EL MANTO,58,no_match,007
AVENIDA LEYES DE REFORMA,LEYES DE REFORMA 1A SECCION,80,candidato,007
INDEPENDENCIA,INSURGENTES,41,no_match,007
PLAYA PIE DE LA CUESTA,LOMAS DE LA ESTANCIA I,68,no_match,007
16 DE MARZO DE 1861,ANO DE JUAREZ,48,no_match,007
AVENIDA JAVIER ROJO GOMEZ,PENON VIEJO (U HAB),45,no_match,007
CINEMATOGRAFISTAS,PROGRESISTA,50,no_match,007
FLOR DE DALIA,EL MIRADOR,52,no_match,007
CUARTA CERRADA EMILIO CARRANZA,BARRANCAS DE GUADALUPE,50,no_match,007
MANUEL CANAS,CACAMA,55,no_match,007
AVENIDA RIO CAZONES,EL ROSARIO,48,no_match,007
CALLE LABORISTAS,LOS ANGELES,51,no_match,007
CALLE PRESIDENTE EMILIO PORTES GIL,PRESIDENTES DE MEXICO,58,no_match,007
AMPLIACION SAN MIGUEL,SAN JUAN 2A AMPLIACION (PJE),80,candidato,007
24 DE MARZO DE 1867,12 DE DICIEMBRE,51,no_match,007
ZONA URBANA EJIDAL LOS REYES CULHUACAN,CULHUACAN (PBLO),72,candidato,007
CHAMIZAL,CACAMA,57,no_match,007
26 DE ENERO DE 1857,12 DE DICIEMBRE,51,no_match,007
CALZADA IGNACIO ZARAGOZA,IGNACIO ZARAGOZA (U HAB),80,candidato,007
QUINTO CALLEJON MOCTEZUMA,LOMAS EL MANTO,46,no_match,007
PORFIRIO DIAZ,PURISIMA I,52,no_match,007
CARDIOLOGOS,ARBOLEDAS,50,no_match,007
CANAL DE TEZONTLE,ANO DE JUAREZ,53,no_match,007
DE CUAUHTEMOC,HEROES DE CHURUBUSCO,54,no_match,007
FUNDICION,RENOVACION,52,no_match,007
AVENIDA REVOLUCION SOCIAL,LA NUEVA ROSITA,45,no_match,007
LA ROQUETA,LA JOYITA,63,no_match,007
COAHUILA,LA JOYA,53,no_match,007
CERRADA DE FRESNO,CERRO DE LA ESTRELLA I,51,no_match,007
SUR 99-A,ESTRELLA DEL SUR,54,no_match,007
AVENIDA 11,BANJIDAL,55,no_match,007
BILBAO,MONTE ALBAN,47,no_match,007
ANILLO PERIFERICO,PREDIO DEGOLLADO,54,no_match,007
PLAN DE IGUALA,EL MANTO_PLAN DE IGUALA,78,candidato,007
CALLE FRESNO,EL RETONO,57,no_match,007
UNIDAD MODELO,MODELO (U),75,candidato,007
SUR 73,ESTRELLA DEL SUR,66,no_match,007
PORTO ALEGRE,CAMPESTRE POTRERO,62,no_match,007
AVENIDA DE LAS TORRES,LOMAS DE LA ESTANCIA I,60,no_match,007
AVENIDA GUERRA DE REFORMA,LEYES DE REFORMA 1A SECCION,57,no_match,007
CERRADA DE GAVILAN,GAVILAN (U HAB),63,no_match,007
CALLE AGUJAS,EL VERGEL TRIANGULO DE LAS AGUJAS I (U HAB),66,no_match,007
SAN ISIDRO,SIDERAL,58,no_match,007
ALHELI,CITLALLI,57,no_match,007
CALLE MARGARITAS MANZANA,CHINAMPAS DE SANTA MA TOMATLAN,51,no_match,007
ZONA URBANA EJIDAL SAN ANDRES TOMATLAN,SAN ANDRES TOMATLAN (PBLO),84,candidato,007
MAURILIO MEJIA,PURISIMA I,50,no_match,007
PLAYA SALAGUA,LA MAGUEYERA,56,no_match,007
CALLE 2 ESTEBAN MONROY,MONTE ALBAN,54,no_match,007
AVENIDA TLAHUAC,IXTLAHUACAN,61,no_match,007
AMANECER BELLAVISTA,BELLAVISTA (U HAB),71,candidato,007
COMPLEJO INDUSTRIAL TECNOLOGICO,STA ISABEL INDUSTRIAL,64,no_match,007
AVENIDA MIGUEL HIDALGO,SAN MIGUEL TEOTONGO I,55,no_match,007
5 DE FEBRERO,12 DE DICIEMBRE,59,no_match,007
SUR 69,ESTRELLA DEL SUR,66,no_match,007
CALLE 2 JOSE BARRAGAN HERNANDEZ,SAN JOSE (BARR),52,no_match,007
MANUEL ESCANDON,EL EDEN,54,no_match,007
PASEO DE LAS GALIAS,LAS PENAS I,60,no_match,007
SASSARI,EL SANTUARIO,52,no_match,007
PRIMER CALLEJON SAN NICOLAS,SAN NICOLAS TOLENTINO I,64,no_match,007
DIBUJANTES,INSURGENTES,57,no_match,007
AVENIDA GUANABANA,GRANJAS SAN ANTONIO,55,no_match,007
AVENIDA MICHOACAN,CASA BLANCA,50,no_match,007
SIRACUSA,SIDERAL,53,no_match,007
ANASTACIO BUSTAMANTE,PUENTE BLANCO,54,no_match,007
CIRCONIO,EL RETONO,47,no_match,007
1RO. DE MAYO,EL MANTO,50,no_match,007
CARLOS RAMIREZ LLACA,CARLOS PACHECO (U HAB),52,no_match,007
3 DE JUNIO DE 1861,CONSTITUCION DE 1917 I,48,no_match,007
CARRIL,TULA (BARR),47,no_match,007
CERRADA MARTINIANO GUERRERO,CERRO DE LA ESTRELLA II,52,no_match,007
EL CHAMIZAL,EL MIRADOR,57,no_match,007
CULHUACAN CTM V,CULHUACAN (PBLO),75,candidato,007
SUR 75-A,ESTRELLA DEL SUR,54,no_match,007
ZONA ERMITA A,ERMITA ZARAGOZA (U HAB) I,63,no_match,007
CASCADA,CACAMA,76,candidato,007
AVENIDA ANDRES MOLINA ENRIQUEZ,GUADALUPE DEL MORAL,48,no_match,007
JOSE M. ANZORENA,SAN JOSE (BARR),51,no_match,007
3A. CERRADA DE TECNICOS Y MANUALES,LEYES DE REFORMA 3A SECCION I,50,no_match,007
CALLE RIO SANTA COLETA,PREDIO SANTA CRUZ MEYEHUALCO,60,no_match,007
SUR 109,ESTRELLA DEL SUR,60,no_match,007
AVENIDA AMACUZAC,JACARANDAS,53,no_match,007
EJE 6 SUR TRABAJADORAS SOCIALES,ESTRELLA DEL SUR,46,no_match,007
LA VIGA,LA JOYITA,62,no_match,007
BIOLOGOS,ARBOLEDAS,47,no_match,007
CALLE CARRIL,CITLALLI,50,no_match,007
CALLE GITANA,CARLOS HANK GONZALEZ,50,no_match,007
EFESO,LOS ANGELES,50,no_match,007
RODOLFO USIGLI,PREDIO DEGOLLADO,40,no_match,007
AREA FEDERAL FAVE SEDENA,ZONA MILITAR FAVE SEDENA (U HAB),62,no_match,007
AREA FEDERAL PANTEON SAN LORENZO TEZONCO,SAN LORENZO TEZONCO (BARR),84,candidato,007
LOMAS ESTRELLA 1RA SECCION,LOMAS ESTRELLA 2A SECC I,84,candidato,007
AVENIDA ORIENTE 160,EJERCITO DE ORIENTE (U HAB) I,53,no_match,007
SUR 101-A,ESCUADRON 201,54,no_match,007
CAMPESINOS,TENORIOS (AMPL),56,no_match,007
CALZADA DE LA VIGA,CERRO DE LA ESTRELLA I,55,no_match,007
CAPRI,PARAISO,50,no_match,007
CALLE PALMA,CACAMA,58,no_match,007
PORVENIR,PROGRESISTA,52,no_match,007
CANAL NACIONAL,APATLACO,54,no_match,007
CALLE 8,CITLALLI,53,no_match,007
MILITAR MARTE,ZONA MILITAR FAVE SEDENA (U HAB),70,candidato,007
COOPERATIVA BIATLON,PUENTE BLANCO,50,no_match,007
REFORMA MINERA,LEYES DE REFORMA 1A SECCION,66,no_match,007
PROFESOR JESUS ROMERO FLORES,RICARDO FLORES MAGON,50,no_match,007
GRANJAS CABRERA,GRANJAS ESMERALDA,68,no_match,007
PROLONGACION EMILIANO ZAPATA,EMILIANO ZAPATA (AMPL),81,candidato,007
CALLE SAN NICOLAS,SAN NICOLAS TOLENTINO I,78,candidato,007
SUR 71-A,ESTRELLA DEL SUR,54,no_match,007
SUR 83-B,ESTRELLA DEL SUR,54,no_match,007
BETINA,LA ESTACION,58,no_match,007
PRIVADA DE PROGRESO,PROGRESO DEL SUR,74,candidato,007
CALLEJON DE SAN MARCOS,LOMAS DE SAN LORENZO I,59,no_match,007
SUR 71,ESTRELLA DEL SUR,66,no_match,007
AREA FEDERAL PARQUE ECOLOGICO EL SALADO,TEXCOCO EL SALADO,69,no_match,007
CERRADA TRABAJADORES SOCIALES,GRANJAS ESMERALDA,47,no_match,007
AVENIDA AGUSTIN YANEZ,GRANJAS SAN ANTONIO,50,no_match,007
HUALQUILA,PALMITAS,47,no_match,007
AVENIDA CANAL DEL MORAL,GUADALUPE DEL MORAL,66,no_match,007
CIRCUITO INTERIOR,JUSTO SIERRA,55,no_match,007
CALLE JOSE ESPINOSA,SAN JOSE ACULCO,58,no_match,007
CALLEJON HUALQUILA,LA COLMENA (U HAB),50,no_match,007
ESCENOGRAFOS,TENORIOS,60,no_match,007
MONZON,EL MOLINO,53,no_match,007
PRIVADA GERMANIO,PRIVADA GAVILAN (U HAB),60,no_match,007
25 DE FEBRERO DE 1861,12 DE DICIEMBRE,60,no_match,007
SUR 107-A,ESTRELLA DEL SUR,50,no_match,007
EX-EJIDO DE LA MAGDALENA MIXHUCA,MIGUEL DE LA MADRID HURTADO,54,no_match,007
NINOS HEROES,HEROES DE CHURUBUSCO,66,no_match,007
CALLE 15 DE JUNIO DE 1861,VALLE DE LUCES I,47,no_match,007
BATALLA DE LOMA ALTA,LOMAS DE LA ESTANCIA I,61,no_match,007
VILLAHERMOSA,LA NUEVA ROSITA,51,no_match,007
CALLE 2,CITLALLI,53,no_match,007
REFORMA EDUCATIVA,REFORMA POLITICA I,62,no_match,007
AVENIDA BATALLONES ROJOS,LOS ANGELES,45,no_match,007
AVENIDA INSURGENTE EUGENIO JIRON,INSURGENTES,46,no_match,007
11 DE ENERO DE 1861,12 DE DICIEMBRE,45,no_match,007
AGRICOLA ORIENTAL,EJERCITO DE AGUA PRIETA,55,no_match,007
GEOGRAFOS,TENORIOS,58,no_match,007
CALLE 11,CITLALLI,50,no_match,007
DALIA,PALMITAS,61,no_match,007
102,12 DE DICIEMBRE,22,no_match,007
AVENIDA TOLTECAS,CASA BLANCA,51,no_match,007
QUINTO CALLEJON PACHICALCO,DESARROLLO URBANO QUETZALCOATL  I,48,no_match,007
CALLE MANZANA,VICENTE GUERRERO SUPER MANZANA 1 (U HAB),70,candidato,007
TEZOZOMOC,TENORIOS,47,no_match,007
AVENIDA PRESIDENTE PLUTARCO ELIAS CALLES,PLUTARCO ELIAS CALLES (U HAB),84,candidato,007
CALLE 31,CITLALLI,50,no_match,007
EMILIO BERLINER,EL MOLINO,58,no_match,007
MANUEL GAMIO,FUEGO NUEVO,52,no_match,007
TUNGSTENO,TENORIOS,47,no_match,007
SUR 21,ESTRELLA DEL SUR,66,no_match,007
AVENIDA TEXCOCO,TEXCOCO EL SALADO,63,no_match,007
GENERAL ANAYA,LA MAGUEYERA,56,no_match,007
JUAN DE DIOS NARVAEZ,ANO DE JUAREZ,66,no_match,007
CALLE 55,CITLALLI,50,no_match,007
10 DE AGOSTO DE 1860,CONSTITUCION DE 1917 I,51,no_match,007
LUSITANIA,LA ESTACION,50,no_match,007
MONTE KENIA,MONTE ALBAN,63,no_match,007
CALLE 6,CITLALLI,53,no_match,007
PLAZA DEL RECREO,PREDIO DEGOLLADO,56,no_match,007
CERRADA LAS MINAS,GRANJAS ESMERALDA,58,no_match,007
MELCHOR OCAMPO,EL ROSARIO,50,no_match,007
1A. CERRADA SAN MIGUEL,SAN MIGUEL (BARR),74,candidato,007
AVENIDA PUENTE RAMIREZ,PUENTE BLANCO,63,no_match,007
MARCOS LANDIN,CASA BLANCA,50,no_match,007
CINE MEXICANO,CONSEJO AGRARISTA MEXICANO I,76,candidato,007
COMETA,CACAMA,50,no_match,007
CERRADA SAN MIGUEL,SAN MIGUEL (BARR),74,candidato,007
SAN FRANCISCO CULHUACAN DE LA MAGDALENA,FRANCISCO VILLA,75,candidato,007
REFORMA DEPORTIVA,REFORMA POLITICA I,74,candidato,007
AVENIDA GENARO ESTRADA,ESTADO DE VERACRUZ,55,no_match,007
CALLE 1 CARLOS MANUEL RINCON,CARLOS PACHECO (U HAB),56,no_match,007
