consulta,match,score,decision,cve_alcaldia
AVENIDA MIGUEL ANGEL DE QUEVEDO,SAN ANGEL,71,candidato,010
ARRAYAN,ATLAMAYA,53,no_match,010
EL TANQUE,EL BATAN,70,candidato,010
PRECONCRETO,LORETO,58,no_match,010
PUEBLO TIZAPAN,PROGRESO TIZAPAN,73,candidato,010
LAS CRUCES,LAS CUEVITAS,72,candidato,010
PUEBLO SAN MATEO TLALTENANGO,PUEBLO NUEVO,66,no_match,010
1RA SECCION CANADA,LA CANADA,80,candidato,010
AMPLIACION LA CEBADA,LA CEBADA (AMPL),77,candidato,010
EJIDO SAN MATEO,SAN CLEMENTE,59,no_match,010
CEHUAYA,PUNTA DE CEHUAYO,60,no_match,010
RINCONADA DE TARANGO,DE TARANGO (RCNDA),84,candidato,010
EL PIRU 2DA AMPLIACION,2DA EL PIRUL (AMPL),78,candidato,010
ZONA FEDERAL,LOMAS DE LA ERA,59,no_match,010
HUEYTLALE,LA HUERTA,66,no_match,010
CARLOS A MADRAZO,GRAL C  A  MADRAZO,81,candidato,010
LA ESTRELLA,LA PRESA,63,no_match,010
2DA SECCION CANADA,LA CANADA,80,candidato,010
EL POLITOCO,ARBOLEDAS POLITOCO,84,candidato,010
AMPLIACION LOS PIRULES,2DA EL PIRUL (AMPL),63,no_match,010
CIUDAD UNIVERSITARIA,ALCANTARILLA,50,no_match,010
16 DE SEPTIEMBRE,LIBERALES DE 1857,54,no_match,010
CIUDAD DE MEXICO,OJO DE AGUA,51,no_match,011
BARRIO DE SAN JUAN,SAN JUAN IXTAYOPAN (PBLO),61,no_match,011
LA BARRANCA,LA HABANA,70,candidato,011
PORVENIR,SAN JOSE,37,no_match,011
CALLE ZACATENCO,SAN FRANCISCO TLALTENCO (PBLO),44,no_match,011
MACLOVIO HERRERA,VILLA CENTROAMERICANA (U HAB),40,no_match,011
AVENIDA INDEPENDENCIA,PENA ALTA,46,no_match,011
SANTIAGO CENTRO,SANTIAGO ZAPOTITLAN (PBLO),69,no_match,011
DOCTOR FRANCISCO CABRERA,FRANCISCO VILLA,75,candidato,011
MONTES CAUCASO,LA MESA,47,no_match,011
PEDRO HERNANDEZ SILVA,SAN PEDRO TLAHUAC (PBLO),48,no_match,011
SAN BARTOLO,OLIVAR SANTA MARIA,55,no_match,011
MEXICO,TEPANTITLAMILCO,38,no_match,011
ZACATENCO,ATOTOLCO,47,no_match,011
DE LA MANZANA,LA HABANA,63,no_match,011
LAS PUERTAS,LA NOPALERA,63,no_match,011
CALLE SANTA CRUZ,SANTA CECILIA,62,no_match,011
AREA FEDERAL PANTEON SAN LORENZO TEZONCO,SAN JOSE,54,no_match,011
AMPLIACION SELENE,SELENE (AMPL),73,candidato,011
MONTES APENINOS,LA MESA,45,no_match,011
MAR DEL NECTAR,DEL MAR SUR,77,candidato,011
LA ASUNCION,LA ESTACION,72,candidato,011
GABRIEL HERNANDEZ,GRANJAS CABRERA,50,no_match,011
SAN MATEO,SAN JOSE,58,no_match,011
GALEANA,PENA ALTA,62,no_match,011
LA GUADALUPE,LA NOPALERA,52,no_match,011
LA MAGDALENA,LA HABANA,66,no_match,011
SALVADOR DIAZ MIRON,OLIVAR SANTA MARIA,48,no_match,011
AUGUSTO AGUIRRE,OJO DE AGUA,46,no_match,011
CALLE MANUEL M. LOPEZ,LOPEZ PORTILLO,52,no_match,011
MAR DE LAS LLUVIAS,DEL MAR SUR,62,no_match,011
AREA RURAL,GRANJAS CABRERA,56,no_match,011
SANTA ANA SUR,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,81,candidato,011
MAMEY,LA MESA,50,no_match,011
SANTA ANA NORTE,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,75,candidato,011
IGNACIO MANUEL ALTAMIRANO,PARAISO SANTA CATARINA,51,no_match,011
PRIVADA SANTIAGO,SANTIAGO ZAPOTITLAN (PBLO),66,no_match,011
SANTIAGO NORTE,SANTIAGO ZAPOTITLAN (PBLO),72,candidato,011
CONCEPCION,LA ESTACION,47,no_match,011
CAMINO REAL,EMILIANO ZAPATA 1A,48,no_match,011
MAR DE LOS VAPORES,DEL MAR NORTE,70,candidato,011
LOS REYES,LOS OLIVOS,52,no_match,011
COLONIA DEL MAR,DEL MAR SUR,77,candidato,011
ZONA DE RESERVA ECOLOGICA,SANTA CECILIA,52,no_match,011
BARRIO SAN MATEO,SAN FRANCISCO TLALTENCO (PBLO),56,no_match,011
LA CONCEPCION,LA ESTACION,66,no_match,011
BUENA SUERTE,DEL MAR SUR,52,no_match,011
SAUCO,LA ESTACION,50,no_match,011
CAMINO REAL A SAN JUAN,SAN MIGUEL (AMPL),56,no_match,011
LA TRAVIATA,LA DRAGA,63,no_match,011
GUADALUPE,OJO DE AGUA,50,no_match,011
SAN AGUSTIN,LA ESTACION,54,no_match,011
GUTIERREZ NAJERA FIVIDESU,TIERRA Y LIBERTAD,42,no_match,011
JUAN DE DIOS PEZA,SAN JUAN IXTAYOPAN (PBLO),47,no_match,011
ABASOLO,ATOTOLCO,53,no_match,011
ARABELLA,LAS ARBOLEDAS,57,no_match,011
LOS LOMBARDOS,LOS OLIVOS,60,no_match,011
HUGONOTES,MIGUEL HIDALGO OTE,44,no_match,011
SAN RAFAEL ATLIXCO,SAN JOSE,54,no_match,011
CARDO,EL ROSARIO,40,no_match,011
ANA BOLENA,LA HABANA,63,no_match,011
CALLE BENITO JUAREZ,JAIME TORRES BODET,48,no_match,011
ESTEBAN CHAVERO,GRANJAS CABRERA,46,no_match,011
SANTO DOMINGO,OLIVAR SANTA MARIA,51,no_match,011
SANTA ANA CENTRO,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,72,candidato,011
GABRIELA MISTRAL,OLIVAR SANTA MARIA,52,no_match,011
QUELITE,QUIAHUATLA,47,no_match,011
SABILA,LA ESTACION,58,no_match,011
BORAGO,EL TRIANGULO,44,no_match,011
ARTEMISA,LA MESA,53,no_match,011
MACBETH SUR,DEL MAR SUR,54,no_match,011
TRABAJO SOCIAL,LA TURBA,54,no_match,011
FRANCISCO LANDINO,FRANCISCO VILLA,75,candidato,011
PROLONGACION AVENIDA HIDALGO,MIGUEL HIDALGO,66,no_match,011
AVENIDA ALETA,PENA ALTA,72,candidato,011
SEGUNDA PRIVADA PROVIDENCIA,OLIVAR SANTA MARIA,48,no_match,011
ESTACION PINO SUAREZ,LA ESTACION,84,candidato,011
AVENIDA GUILLERMO PRIETO,AGRICOLA METROPOLITANA,43,no_match,011
MIGUEL NEGRETE,MIGUEL HIDALGO OTE,62,no_match,011
HEBERTO CASTILLO,ATOTOLCO,41,no_match,011
MULTIROL TLAXCANES INFONAVIT,AGRICOLA METROPOLITANA,48,no_match,011
LOMAS DE SAN LORENZO,DEL MAR NORTE,54,no_match,011
MEXICO DELEGACION TLAHUAC,SAN PEDRO TLAHUAC (PBLO),53,no_match,011
CALLE GITANA,GRANJAS CABRERA,59,no_match,011
AMADO NERVO,LA NOPALERA,45,no_match,011
CALLE DEODATO,OJO DE AGUA,50,no_match,011
PINO SUAREZ,SAN JOSE,42,no_match,011
SEBASTIAN TREJO,LA ESTACION,46,no_match,011
LUIS DE NARVAEZ,DEL MAR NORTE,50,no_match,011
BODAS DE FIGARO,OJO DE AGUA,53,no_match,011
TERCERA CERRADA DE PROVIDENCIA,TIERRA BLANCA,46,no_match,011
AV TLAHUAC,SAN PEDRO TLAHUAC (PBLO),82,candidato,011
SANTIAGO SUR,SANTIAGO ZAPOTITLAN (PBLO),80,candidato,011
JOSE ESPINOZA GOROSTIZA,SAN JOSE,66,no_match,011
PEDRO MARIA ANAYA,SAN PEDRO TLAHUAC (PBLO),53,no_match,011
1A ROSARIO,EL ROSARIO,82,candidato,011
FRANCISCO JAVIER MINA,FRANCISCO VILLA,75,candidato,011
AVENIDA TLAHUAC,CUITLAHUAC,64,no_match,011
6783,3 DE MAYO,15,no_match,011
CAMINO DE GUADALUPE,OJO DE AGUA,46,no_match,011
AVENIDA ACUEDUCTO,FRANCISCO VILLA,50,no_match,011
CALLEJON HIDALGO,MIGUEL HIDALGO,66,no_match,011
CERRADA DE GITANA,GRANJAS CABRERA,56,no_match,011
RENO,EL TRIANGULO,37,no_match,011
FRANCISCO JIMENEZ,FRANCISCO VILLA,75,candidato,011
ADOLFO UNDA,PENA ALTA,50,no_match,011
2A. ROSALINO CHAVEZ,EL ROSARIO,55,no_match,011
LUCIANO BECERRA,GRANJAS CABRERA,46,no_match,011
CALLE CASTULO GARCIA,SANTA CATARINA (AMPL),48,no_match,011
ANTONIO ALDAMA,SANTA CATARINA (AMPL),45,no_match,011
ZONA DE RESERVA ECOLOGIC,SANTA CECILIA,48,no_match,011
AVENIDA SUR DEL COMERCIO,DEL MAR SUR,77,candidato,011
SANTA CRUZ,EL MIRADOR - SANTA CATARINA,66,no_match,011
ANTONIO SIERRA,TIERRA BLANCA,59,no_match,011
SANTIAGO FERNANDEZ,SANTIAGO ZAPOTITLAN (PBLO),61,no_match,011
EMILIO LAURENT,SANTA CECILIA,59,no_match,011
CALLE LORENZO PEREZ CASTRO,DEL MAR NORTE,46,no_match,011
SAN BARTOLO EL CHICO,SAN NICOLAS TETELCO (PBLO),60,no_match,011
DOCTOR JUAN PALOMO MARTINEZ,SAN JUAN IXTAYOPAN (PBLO),46,no_match,011
GUALDA,LA DRAGA,57,no_match,011
ENRIQUE ALVAREZ HENAO,PENA ALTA,46,no_match,011
CECILIO ACOSTA,LA CONCHITA I,51,no_match,011
ZAPOTITLA TLAHUAC,SAN MIGUEL ZAPOTITLA,69,no_match,011
MAR DE LA TRANQUILIDAD,DEL MAR SUR,54,no_match,011
CALLE PIE DE LA CUESTA,LA CONCHITA I,51,no_match,011
AQUILES SERDAN,SAN JOSE,45,no_match,011
CAMELIA,LA MESA,57,no_match,011
BELISARIO DOMINGUEZ,MIGUEL HIDALGO,54,no_match,011
LA HEBREA,LA HABANA,66,no_match,011
RICARDO MONGES LOPEZ,LOPEZ PORTILLO,58,no_match,011
LA LUPITA,LA JOYITA,66,no_match,011
LAGO DEL CARMEN,DEL MAR NORTE,57,no_match,011
EDUCACION CIVICA,SANTA CECILIA,48,no_match,011
20 DE NOVIEMBRE,DEL MAR NORTE,50,no_match,011
SEGUNDA CERRADA BENITO JUAREZ,SAN JUAN IXTAYOPAN (PBLO),44,no_match,011
JERUSALEN,SAN JOSE,58,no_match,011
CARMEN,GRANJAS CABRERA,47,no_match,011
JOSE PERCHES PORRAS,SAN JOSE,66,no_match,011
JARDINES DEL LLANO,JARDINES DEL LLANO-U.H. VILLA TLATEMPA,80,candidato,011
JAZMIN,SAN JOSE,42,no_match,011
JUNTA LOCAL DE CAMINOS,OJO DE AGUA,48,no_match,011
SAN ISIDRO,SAN JOSE,55,no_match,011
SAN ISIDRO (PERTENECE ADM. A DEL. XOCHIMILCO),SAN JOSE,54,no_match,011
MALVA,LA DRAGA,46,no_match,011
CRESON,LA ESTACION,47,no_match,011
LA PLANTA,LA HABANA,66,no_match,011
CALLE ALCESTIS,FRANCISCO VILLA,48,no_match,011
DON PASCUALE,SELENE 2DA SECC,44,no_match,011
CANAL DEL NORTE,DEL MAR NORTE,81,candidato,011
YUNTAS MIRADOR,EL MIRADOR - SANTA CATARINA,66,no_match,011
TENOCHTITLAN,TEPANTITLAMILCO,59,no_match,011
MAR DE LOS NUBLADOS,DEL MAR NORTE,62,no_match,011
CALLE LAS PUERTAS,LAS ARBOLEDAS,60,no_match,011
YOGUALITE,MIGUEL HIDALGO OTE,44,no_match,011
PROVIDENCIA,LA CONCHITA I,41,no_match,011
CALZADA TLAHUAC - TULYEHUALCO,SAN PEDRO TLAHUAC (PBLO),45,no_match,011
1A. CERRADA DE SANTA CRUZ,SANTA CECILIA,55,no_match,011
SALVADOR ALLENDE,LAS ARBOLEDAS,48,no_match,011
CERRADA RAMON RODRIGUEZ,MIGUEL HIDALGO,43,no_match,011
ABELARDO L. RODRIGUEZ,DEL MAR NORTE,47,no_match,011
AVENIDA DEL TRABAJO,OJO DE AGUA,53,no_match,011
LA SOLEDAD,LA NOPALERA,66,no_match,011
CISNES,SAN JOSE,42,no_match,011
AVENIDA ESTANISLAO RAMIREZ RUIZ,MIGUEL HIDALGO OTE,40,no_match,011
JACOBO DE LIEJA,LA ESTACION,53,no_match,011
GUADALUPE AMADOR SALAZAR,SAN MIGUEL (AMPL),43,no_match,011
GUADALUPE VICTORIA,OJO DE AGUA,48,no_match,011
CALLE PEDREGAL,PENA ALTA,52,no_match,011
2A. CERRADA DE MONTE CARMELO,EL MIRADOR - SANTA CATARINA,47,no_match,011
CERRADA TEZONTITLA,SAN MIGUEL ZAPOTITLA,52,no_match,011
HERMENEGILDO GALEANA,TEPANTITLAMILCO,45,no_match,011
CAMINO AL CERRO,TIERRA BLANCA,50,no_match,011
JUAN PALOMO,SAN JUAN IXTAYOPAN (PBLO),53,no_match,011
LAGO CUITZEO,CUITLAHUAC,54,no_match,011
UNIDAD HABITACIONAL VICENTE GUERRERO,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,53,no_match,011
EDUCACION QUIMICA,LA ESTACION,57,no_match,011
MANUEL ALEMAN,MIGUEL HIDALGO,51,no_match,011
FELIPE ANGELES,LAS ARBOLEDAS,44,no_match,011
VICENTE GUERRERO,DEL MAR NORTE,41,no_match,011
MEXICO CITY,TEPANTITLAMILCO,46,no_match,011
MAR DE LA SERENIDAD,DEL MAR SUR,66,no_match,011
CALZ.TLAHUAC CHALCO,CUITLAHUAC,55,no_match,011
SAN JUAN TEZOMPA,SAN JUAN IXTAYOPAN (PBLO),66,no_match,011
6A PEDRO HDZ SILVA,SAN PEDRO TLAHUAC (PBLO),47,no_match,011
BARRIO SAN BARTOLOME,SAN JOSE,54,no_match,011
BARRIO SANTA CRUZ,OLIVAR SANTA MARIA,62,no_match,011
BARRIO SAN MIGUEL,SAN MIGUEL (AMPL),74,candidato,011
BARRIO LA MAGDALENA,OLIVAR SANTA MARIA,54,no_match,011
BARRIO SAN AGUSTIN,PARAISO SANTA CATARINA,65,no_match,011
PUEBLO TULYEHUALCO,SAN PEDRO TLAHUAC (PBLO),52,no_match,011
BARRIO SANTA ANA PONIENTE,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,83,candidato,011
BARRIO SANTIAGO NORTE DEL PUEBLO SANTIAGO ZAPOTITLAN,SANTIAGO ZAPOTITLAN (PBLO),84,candidato,011
BARRIO SANTIAGO SUR,SANTIAGO ZAPOTITLAN (PBLO),59,no_match,011
BARRIO SANTIAGO CENTRO DEL PUEBLO SANTIAGO ZAPOTITLAN,SANTIAGO ZAPOTITLAN (PBLO),84,candidato,011
BARRIO SAN MIGUEL PUEBLO SAN PEDRO TLAHUAC,SAN PEDRO TLAHUAC (PBLO),82,candidato,011
BARRIO SANTA ANA SUR,PARAISO SANTA CATARINA,66,no_match,011
BARRIO SANTA ANA,PARAISO SANTA CATARINA,73,candidato,011
BARRIO LA GUADALUPE,LAS ARBOLEDAS,50,no_match,011
BARRIO LA SOLEDAD DEL PUEBLO  SAN JUAN IXTAYOPAN,SAN JUAN IXTAYOPAN (PBLO),83,candidato,011
BARRIO SANTA ANA CENTRO,PARAISO SANTA CATARINA,62,no_match,011
BARRIO LA ASUNCION,LA ESTACION,55,no_match,011
BARRIO LOS REYES,LOS OLIVOS,53,no_match,011
BARRIO SANTA ANA NORTE,PARAISO SANTA CATARINA,63,no_match,011
SAN SEBASTIAN DEL PUEBLO SAN PEDRO TLAHUAC,SAN PEDRO TLAHUAC (PBLO),82,candidato,011
GUADALUPE TLALTENCO,SAN FRANCISCO TLALTENCO (PBLO),64,no_match,011
BARRIO SAN JUAN,SAN JUAN IXTAYOPAN (PBLO),69,no_match,011
BARRIO SAN ANDRES,SAN ANDRES MIXQUIC (PBLO),74,candidato,011
BARRIO LA CONCEPCION PUEBLO SAN JUAN IXTAYOPAN,SAN JUAN IXTAYOPAN (PBLO),83,candidato,011
BARRIO SANTIAGO,SANTIAGO ZAPOTITLAN (PBLO),69,no_match,011
BARRIO SAN AGUSTIN PUEBLO SAN JUAN IXTAYOPAN,SAN JUAN IXTAYOPAN (PBLO),83,candidato,011
AMPLIACION SANTA CATARINA,SANTA CATARINA (AMPL),82,candidato,011
CAMPESTRE POTRERO,AGRICOLA METROPOLITANA,46,no_match,011
POTRERO DEL LLANO,DEL MAR NORTE,60,no_match,011
BARRIO LA GUADALUPE PUEBLO SAN PEDRO TLAHUAC,SAN PEDRO TLAHUAC (PBLO),82,candidato,011
BARRIO CALYEQUITA,AGRICOLA METROPOLITANA,46,no_match,011
BARRIO GUADALUPE STA CATARINA YEC,PARAISO SANTA CATARINA,61,no_match,011
NATIVITAS,TIERRA BLANCA,45,no_match,011
PUEBLO SAN LORENZO TEZONCO,SAN FRANCISCO TLALTENCO (PBLO),57,no_match,011
CERRILLOS SEGUNDA SECCION,SANTA CECILIA,47,no_match,011
CHICHILAULA,LA CONCHITA I,58,no_match,011
AMPLIACION  ZAPOTITLA,SAN MIGUEL ZAPOTITLA,70,candidato,011
CELOALLIOTLI,EL ROSARIO,54,no_match,011
CIUDAD DE MEXICO,ROCA DE CRISTAL,51,no_match,012
MEXICO CITY,MIRADOR I,50,no_match,012
1A. SECCION,PRADO COAPA 2A SECCION,77,candidato,012
CHUBURNA,CULTURA MAYA,50,no_match,012
AVENIDA CRUZ BLANCA,CRUZ DEL FAROL,48,no_match,012
MEXICO,XAXALCO,46,no_match,012
SECTOR 17,LOS PASTORES,47,no_match,012
HACIENDA CHAPA,EX HACIENDA SAN JUAN DE DIOS,72,candidato,012
CALLE OTOMIES,CALVARIO CAMISETAS,51,no_match,012
SUDZAL,AMSA,40,no_match,012
CALLE SISAL,CALVARIO CAMISETAS,48,no_match,012
CALLE TINUM,ZACATIENDA,47,no_match,012
AVENIDA MANI,JUVENTUD UNIDA,53,no_match,012
AVENIDA EL RIEGO,EL ARENAL,56,no_match,012
MANANTIAL PENA POBRE,ARENAL PUERTA TEPEPAN,53,no_match,012
MESA LOS HORNOS,"MESA LOS HORNOS, TEXCALTENCO",69,no_match,012
CAMINO A LA CANTERA,OCOTLA - OCOTLA CHICO,54,no_match,012
AVENIDA LA GARITA,JARDINES EN LA MONTANA,56,no_match,012
EL METRO,EL DIVISADERO,57,no_match,012
CALZADA DE LOS TENORIOS,UNIDADES HABITACIONALES DE TENORIOS,64,no_match,012
AVENIDA DIVISION DEL NORTE,VISTAS DEL PEDREGAL,53,no_match,012
PROLONGACION DIVISION DEL NORTE,LA VENTA-AMPLIACION LA VENTA,50,no_match,012
AVENIDA DE LA HACIENDA,EX HACIENDA SAN JUAN DE DIOS,66,no_match,012
PANABA,LA GUADALUPANA,50,no_match,012
TIXCANDAL,ZACATIENDA,52,no_match,012
TIZIMIN,SANTISIMA TRINIDAD,48,no_match,012
POLOTLAN,PROGRESO TLALPAN,58,no_match,012
LAS FLORES,DOLORES TLALI,69,no_match,012
3A. CERRADA MOCTEZUMA,ROCA DE CRISTAL,44,no_match,012
PASEO PENSAMIENTO,NUEVO RENACIMIENTO DE AXALCO,57,no_match,012
CUAUHTEMOC,ATOCPA,50,no_match,012
TIJUAMALOAPAN,PLAN DE AYALA,53,no_match,012
DE DURAZNO,VERANO,62,no_match,012
AKIL,TLALMILLE,46,no_match,012
AMPLIACION ISIDRO FABELA,ISIDRO  FABELA (AMPL),81,candidato,012
KANTUNIL,SANTA URSULA XITLA,46,no_match,012
SANTA MARIA TEPEPAN,ARENAL PUERTA TEPEPAN,70,candidato,012
FRANCISCO VILLA,VILLA COAPA (RDCIAL),62,no_match,012
TERRITORIO TORRES,TORRES DE PADIERNA,57,no_match,012
LOS FRAMBOYANES,LOS VOLCANES,66,no_match,012
CALLE TIXKOKOB,ROCA DE CRISTAL,41,no_match,012
PARQUE NACIONAL BOSQUE DEL PEDREGAL,LOMAS DEL PEDREGAL,80,candidato,012
AMPLIACION SAN MIGUEL AJUSCO,SAN MIGUEL AJUSCO (PBLO),82,candidato,012
YOBAIN,BARRIO LA  LONJA,38,no_match,012
TLALPUENTE,TLALMILLE,52,no_match,012
IZAMAL,LA FAMA,61,no_match,012
LOS CIPRESES,LOS PASTORES,66,no_match,012
JOSE VASCONCELOS,LOS PASTORES,57,no_match,012
SUCOPO,"AYOCATITLA,  ASUNCION",38,no_match,012
CAMINO A SANTA TERESA,POPULAR STA TERESA,61,no_match,012
CONDOMINIOS DEL BOSQUE,COLINAS DEL BOSQUE-LAS TORTOLAS,64,no_match,012
SAN JUAN BOSCO,EX HACIENDA SAN JUAN DE DIOS,72,candidato,012
CAMINO A SANTA URSULA,SANTA URSULA XITLA,80,candidato,012
HERMENEGILDO GALEANA,EL ARENAL,48,no_match,012
EL CAPULIN,EL ZACATON,60,no_match,012
TERCERA CERRADA DE TULIPAN,CANTERA PUENTE DE PIEDRA,56,no_match,012
AVENIDA FERROCARRIL CUERNAVACA,LA VENTA-AMPLIACION LA VENTA,47,no_match,012
CAPORAL,TECORRAL,66,no_match,012
CALLE EL FAISAN,SAN BARTOLO EL CHICO,57,no_match,012
CLUB DE GOLF MEXICO,CLUB DE GOLF MEXICO-SAN BUENAVENTURA,77,candidato,012
ISSFAM,LA FAMA,46,no_match,012
CASTRO BRITO,ATOCPA SUR,54,no_match,012
SANTA CRUZ,SANTA URSULA XITLA,66,no_match,012
SAN MIGUEL TEHUISCO,SAN MIGUEL TOXIAC,77,candidato,012
DE CHANTEPEC,LOMAS DE CUILOTEPEC,58,no_match,012
XAMILTEPEC,CUILOTEPEC II,60,no_match,012
CLAVEL SUR,ATOCPA SUR,60,no_match,012
EL TRIUNFO,EL ARENAL,52,no_match,012
JOAQUIN ROMO,LA JOYA,42,no_match,012
CARDOS,MIRADOR 1A SECC,47,no_match,012
CALZADA ACOXPA,PRADO COAPA 3A SECCION-POTRERO ACOXPA,60,no_match,012
FRANCISCO I. MADERO,MIRADOR II,48,no_match,012
EMILIO PRECIAT,EMILIO PORTES GIL PEMEX PICACHO (U HAB),60,no_match,012
CUARTA CERRADA DE CORREGIDORA,CANTERA PUENTE DE PIEDRA,56,no_match,012
1A. CERRADA DE PALOMARES,TORRES DE PADIERNA,57,no_match,012
AVENIDA INSURGENTES SUR,RESIDENCIAL INSURGENTES SUR (U HAB),78,candidato,012
PEDREGAL DE AMINCO,FUENTES Y PEDREGAL DE TEPEPAN,75,candidato,012
EMILIANO ZAPATA,EL ZACATON,56,no_match,012
ZONA ARQUEOLOGICA LA NOPALERA,BARRIO LA  LONJA,50,no_match,012
CHARRA,TECORRAL,57,no_match,012
BOKOBA,BARRIO LA  LONJA,38,no_match,012
AVENIDA TETIZ,EL ARENAL,54,no_match,012
DILIGENCIAS,SAN NICOLAS II,48,no_match,012
JAIME TORRES BODET,TORRES DE PADIERNA,72,candidato,012
MELCHOR DAVILA,COAPA-VILLA CUEMANCO,52,no_match,012
OCOTE,2 DE OCTUBRE,47,no_match,012
CONKAL,TECORRAL,57,no_match,012
AVENIDA DEL ARBOLILLO,ARBOLEDAS DEL SUR,63,no_match,012
VIADUCTO TLALPAN,TLALPAN CENTRO,73,candidato,012
CHICOASEN,CHICHICASPATL,54,no_match,012
COSTERA,ROCA DE CRISTAL,54,no_match,012
COMUNEROS SANTA URSULA,SANTA URSULA XITLA,80,candidato,012
PROLONGACION EUCALIPTO,PRADO COAPA 2A SECCION,50,no_match,012
SEYE,LA MAGUEYERA,37,no_match,012
REYNOSA,FRESNO,61,no_match,012
LA MORA,LA FAMA,71,candidato,012
AVENIDA CHICOASEN,SAN NICOLAS II,51,no_match,012
SAN FERNANDO,ROMULO SANCHEZ-SAN FERNANDO (BARR)-PENA POBRE,80,candidato,012
REY YUPANQUI,PROGRESO TLALPAN,42,no_match,012
CARRETERA PICACHO-AJUSCO,CANTERA PUENTE DE PIEDRA,45,no_match,012
AZUCENA,ZACATIENDA,58,no_match,012
1A. CERRADA DE TEPEPATLE,CANTERA PUENTE DE PIEDRA,58,no_match,012
LA ACEQUIA,LA FAMA,58,no_match,012
CALLE ZAPOTE,VALLE VERDE,52,no_match,012
PALMAS,LA PALMA,71,candidato,012
VOLCAN FUJIYAMA,LA FAMA,63,no_match,012
CERRADA TETENCO,TETENCO (PJE),70,candidato,012
NAHOAS,ATOCPA SUR,50,no_match,012
PICO DE SORATA,OCOTLA - OCOTLA CHICO,57,no_match,012
CONJUNTO SANTA TERESA,POPULAR STA TERESA,66,no_match,012
TEPEPACLE,VALLE DE TEPEPAN,64,no_match,012
ZAPOTECAS,ATOCPA,53,no_match,012
DE PALMA,LA PALMA,76,candidato,012
SEGUNDA PRIVADA DIAGONAL PALMA,LA PALMA,76,candidato,012
CALLE HOLCA,ROCA DE CRISTAL,61,no_match,012
SUMA,AMSA,50,no_match,012
DZEMUL,MIGUEL HIDALGO,40,no_match,012
TLAMAHUACALA,AHUACATITLA,69,no_match,012
2A CERRADA DE MELCHOR PEREZ DE SOTO,TORRES DE PADIERNA,52,no_match,012
EL MOLINO,EL ZACATON,52,no_match,012
SEGUNDA CERRADA DE CEDRAL,CANTERA PUENTE DE PIEDRA,57,no_match,012
BIENESTAR,BELVEDERE,44,no_match,012
BUGAMBILIAS,AHUACATITLA,45,no_match,012
AMALILLO,TLALMILLE,58,no_match,012
CERRADA DE NICOLAS BRAVO,SAN NICOLAS II,66,no_match,012
HOCABA,ATOCPA,50,no_match,012
DZITAS,TEZONTITLA,50,no_match,012
HALACHO,XAXALCO,57,no_match,012
CALLE ENCINOS,LOS  ENCINOS,77,candidato,012
TETIS,TEZONTITLA,53,no_match,012
244,2 DE OCTUBRE,13,no_match,012
CORREGIDORA,TECORRAL,52,no_match,012
DIEGO GARCIA CONDE,JARDINES DEL AJUSCO,48,no_match,012
KOPOMA,ATOCPA,50,no_match,012
CHEMAX,CHIMALI,61,no_match,012
KINCHIL,CHIMALI,57,no_match,012
CONTOY,TEPETONGO,40,no_match,012
TZUCACAB,EL ZACATON,44,no_match,012
CERRO NEGRO,TEPETONGO,50,no_match,012
TZINAL,TEZONTITLA,50,no_match,012
CALKINI,CHIMALI,57,no_match,012
TECOH,TECORRAL,61,no_match,012
YAXCABA,XAXALIPAC,50,no_match,012
TARASQUILLO,EL ARENAL,50,no_match,012
CALLE XOCHITLALLI,DOLORES TLALI,53,no_match,012
DE LA TORRE,TORRES DE PADIERNA,68,no_match,012
TEKIT,TEZONTITLA,53,no_match,012
JUAREZ,EL ARENAL,40,no_match,012
NORTE 1,ORIENTE (AMPL),47,no_match,012
TIXMEHUAC,ZACATIENDA,42,no_match,012
HOMUN,MIGUEL HIDALGO,42,no_match,012
SOTUTA,TEZONTITLA,50,no_match,012
AVENIDA 1,ZACATIENDA,52,no_match,012
NAGOYA,ATOCPA,50,no_match,012
INDEPENDENCIA,VISTAS DEL PEDREGAL,50,no_match,012
VOLCAN TELICA,LOS VOLCANES,64,no_match,012
BOCHIL,CHIMALI,61,no_match,012
AVENIDA SAN FERNANDO,ROMULO SANCHEZ-SAN FERNANDO (BARR)-PENA POBRE,57,no_match,012
LOS ARCOS,LOS  ENCINOS,70,candidato,012
TEMAXTITLA,TEZONTITLA,70,candidato,012
COLINAS DEL BOSQUE,COLINAS DEL BOSQUE-LAS TORTOLAS,75,candidato,012
CALZADA MEXICO-XOCHIMILCO,PRADO COAPA 2A SECCION,42,no_match,012
LA TROJE,LA JOYA,53,no_match,012
YUCALPETEN,ZACATIENDA,50,no_match,012
PEDREGAL DE CARRASCO,FUENTES Y PEDREGAL DE TEPEPAN,70,candidato,012
TRUENO,FRESNO,66,no_match,012
AMADO NERVO,MIRADOR 1A SECC,53,no_match,012
16 DE CORREGIDORA,MIRADOR 1A SECC,50,no_match,012
