codigo_postal,nom_colonia,cve_alcaldia,id_colonia
01000,San Ángel,010,10-192
01010,Los Alpes,010,10-010
01020,Guadalupe Inn,010,10-084
01030,Axotla,010,10-024
01030,Florida,010,10-073
01040,Campestre,010,
01049,Tlacopac,010,10-218
01050,Ex-Hacienda de Guadalupe Chimalistac,010,10-042
01060,Altavista,010,
01060,San Ángel Inn,010,10-193
01070,Chimalistac,010,10-042
01080,Progreso Tizapan,010,10-182
01089,Ermita Tizapan,010,
01090,La Otra Banda,010,10-108
01090,Loreto,010,10-145
01090,Tizapan,010,10-182
01100,Pólvora,010,10-174
01109,La Conchita,010,10-100
01110,Belém de las Flores,010,10-029
01110,El Capulín,010,10-059
01110,Ampliación El Capulín,010,10-059
01110,Liberales de 1857,010,10-121
01120,Acueducto,010,10-002
01120,Cove,010,10-049
01120,Hidalgo,010,10-070
01120,Las Américas,010,
01125,Ampliación Acueducto,010,10-002
01130,Paraíso,010,10-063
01130,Molino de Santo Domingo,010,10-159
01130,Real del Monte,010,10-189
01139,Reacomodo Pino Suárez,010,10-188
01140,Bellavista,010,10-031
01140,José Maria Pino Suárez,010,10-092
01150,Cristo Rey,010,10-050
01150,Tolteca,010,10-226
01160,Bosque,010,10-056
01160,Isidro Fabela,010,10-087
01160,Maria G. de García Ruiz,010,10-149
01160,1a Victoria,010,10-242
01170,Abraham M. González,010,10-001
01180,Carola,010,10-040
01180,8 de Agosto,010,10-161
01180,San Pedro de los Pinos,010,10-197
01200,Arturo Martínez,010,10-018
01210,Santa Fe,010,10-198
01219,Lomas de Santa Fe,010,10-140
01220,Bonanza,010,10-032
01220,Cuevitas,010,10-118
01220,El Cuernito,010,10-187
01220,Mártires de Tacubaya,010,10-150
01220,Zenón Delgado,010,10-239
01220,La Estrella,010,
01230,Campo de Tiro los Gamitos,010,10-035
01230,Los Gamitos,010,10-147
01230,Tlapechico,010,10-224
01230,El Piru Santa Fe,010,10-198
01230,El Piru 2a Ampliación,010,
01239,La Huerta,010,10-102
01240,Pueblo Nuevo,010,10-183
01250,El Árbol,010,10-054
01250,Ladera,010,10-113
01250,Lomas de Nuevo México,010,10-136
01250,Margarita Maza de Juárez,010,10-148
01250,Tecolalco,010,10-208
01259,Ampliación La Cebada,010,
01259,La Mexicana 2a Ampliación,010,10-106
01260,Calzada Jalalpa,010,10-034
01260,La Mexicana,010,10-106
01260,Ampliación La Mexicana,010,10-106
01260,La Palmita,010,10-109
01260,Liberación Proletaria,010,10-120
01269,1a Sección Cañada,010,10-096
01269,2a Sección Cañada,010,10-096
01270,El Tejocote,010,10-209
01270,La Presa,010,10-111
01270,Golondrinas,010,10-079
01270,Golondrinas 1a Sección,010,10-079
01270,Golondrinas 2a Sección,010,10-079
01270,Lomas de Capula,010,10-127
01275,Villa Solidaridad,010,10-237
01276,El Pirul,010,10-065
01278,Desarrollo Urbano,010,10-052
01279,Lomas de Becerra,010,10-124
01280,Arvide,010,10-019
01280,El Pocito,010,10-066
01280,Francisco Villa,010,10-074
01280,La Joya,010,10-103
01285,El Rodeo,010,10-067
01289,Reacomodo El Cuernito,010,10-187
01290,Piloto Adolfo López Mateos,010,10-171
01290,Presidentes,010,10-177
01296,Jalalpa Tepito 2a Ampliación,010,10-088
01296,Ampliación Jalalpa,010,10-088
01296,Jalalpa Tepito,010,10-090
01298,Ampliación Piloto Adolfo López Mateos,010,10-172
01299,1a Ampliación Presidentes,010,10-177
01299,2a Ampliación Presidentes,010,10-177
01310,San Gabriel,010,10-196
01320,Carlos A. Madrazo,010,
01330,Paseo de las Lomas,010,10-133
01340,Bejero del Pueblo Santa Fe,010,10-028
01376,Santa Fe,010,10-198
01376,Santa Fe Peña Blanca,010,10-198
01376,Santa Fe La Loma,010,10-104
01376,Santa Fe Centro Ciudad,010,10-198
01377,Jalalpa El Grande,010,10-089
01389,Santa Fe Tlayapaca,010,10-198
01400,Olivar del Conde 1a Sección,010,10-252
01400,Preconcreto,010,
01407,Galeana,010,10-075
01408,Olivar del Conde 2a Sección,010,10-254
01410,Barrio Norte,010,10-026
01410,Palmas,010,10-166
01419,Minas Cristo Rey,010,10-050
01420,Sacramento,010,
01420,Santa María Nonoalco,010,10-203
01430,Colina del Sur,010,10-044
01450,Hogar y Redención,010,10-086
01460,Alfonso XIII,010,10-009
01470,Alfalfar,010,10-008
01470,Molino de Rosas,010,10-157
01480,Lomas de Plateros,010,10-250
01490,La Cascada,010,10-097
01500,Santa Lucía,010,10-200
01500,Miguel Gaona Armenta,010,10-153
01509,Santa Lucía Chantepec,010,10-200
01510,Garcimarrero,010,10-076
01510,La Araña,010,10-095
01510,Los Cedros,010,10-146
01520,Ampliación Los Pirules,010,
01520,Estado de Hidalgo,010,10-071
01520,Ampliación Estado de Hidalgo,010,10-071
01520,Piru Santa Lucía,010,10-200
01520,El Politoco,010,10-015
01530,Corpus Christy,010,10-047
01538,Tepopotla,010,10-212
01539,Acuilotla,010,10-003
01539,Cooperativa Unión Olivos,010,10-233
01540,Balcones de Cehuayo,010,10-025
01540,Cehuaya,010,
01540,Llano Redondo,010,10-122
01540,Punta de Cehuaya,010,10-186
01548,Villa Progresista,010,10-236
01549,Dos Ríos del Pueblo Santa Lucía,010,10-053
01550,Tepeaca,010,10-210
01550,Ampliación Tepeaca,010,10-210
01550,Rinconada Las Cuevitas,010,10-118
01560,Ave Real,010,10-022
01560,Canutillo,010,10-038
01560,Canutillo 3a Sección,010,10-038
01560,Canutillo 2a Sección,010,10-038
01566,Hueytlale,010,
01569,Reacomodo Valentín Gómez Farías,010,10-235
01588,Tarango,010,10-033
01590,El Rincón,010,10-190
01600,Merced Gómez,010,10-151
01610,Colinas de Tarango,010,10-043
01610,Profesor J. Arturo López Martínez,010,10-018
01618,Arcos Centenario,010,10-016
01618,Ex-Hacienda de Tarango,010,
01619,La Martinica,010,10-105
01619,Rinconada de Tarango,010,10-051
01620,Lomas de Tarango,010,10-143
01630,Lomas de Puerta Grande,010,10-138
01630,Puerta Grande,010,10-138
01630,Los Juristas,010,10-093
01640,Herón Proal,010,10-085
01645,Ponciano Arriaga,010,10-175
01650,La Milagrosa,010,10-107
01650,Palmas Axotitla,010,10-167
01650,Tlacuitlapa,010,10-222
01650,Ampliación Tlacuitlapa,010,10-222
01650,2o Reacomodo Tlacuitlapa,010,10-222
01650,El Ruedo,010,10-068
01650,Santa Lucía Chantepec,010,10-200
01700,La Joyita del Pueblo Tetelpan,010,10-213
01700,Ocotillos del Pueblo Tetelpan,010,10-162
01700,San Agustín del Pueblo Tetelpan,010,10-213
01700,2a Del Moral del Pueblo Tetelpan,010,10-213
01700,Tecalcapa del Pueblo Tetelpan,010,10-213
01700,Tetelpan,010,10-213
01708,El Encino del Pueblo Tetelpan,010,10-213
01708,El Mirador del Pueblo Tetelpan,010,10-062
01710,Las Águilas,010,10-114
01710,Ampliación Alpes,010,10-010
01720,Lomas de Guadalupe,010,10-131
01729,Alcantarilla,010,10-007
01730,Lomas de las Águilas,010,10-133
01730,Puente Colorado,010,10-184
01740,La Peñita del Pueblo Tetelpan,010,10-213
01740,San Clemente Norte,010,10-195
01740,San Clemente Sur,010,10-195
01750,Las Águilas 1a Sección,010,10-114
01750,Las Águilas 2o Parque,010,10-114
01750,Las Águilas 3er. Parque,010,10-114
01759,Ampliación Las Águilas,010,10-114
01760,Atlamaya,010,10-021
01760,Flor de María,010,10-072
01760,La Herradura del Pueblo Tetelpan,010,10-101
01770,La Angostura,010,10-094
01770,San José del Olivar,010,
01780,Olivar de los Padres,010,10-163
01780,Tizampampano del Pueblo Tetelpan,010,10-213
01789,Miguel Hidalgo,010,10-154
01790,Lomas de los Ángeles del Pueblo Tetelpan,010,10-134
01790,Lomas de San Ángel Inn,010,10-139
01800,San Bartolo Ameyalco,010,10-194
01807,Rancho San Francisco Pueblo San Bartolo Ameyalco,010,10-194
01810,Villa Verdún,010,10-238
01820,Lomas Axomiatla,010,10-123
01820,Ejido San Mateo,010,
01830,Santa Rosa Xochiac,010,10-204
01840,Torres de Potrero,010,10-228
01849,Rincón de la Bolsa,010,10-190
01849,Rancho del Carmen del Pueblo San Bartolo Ameyalco,010,10-194
01857,Lomas de Chamontoya,010,10-130
01859,Tlacoyaque,010,10-219
01860,Lomas de La Era,010,10-132
01863,Lomas del Capulín,010,10-128
01870,Lomas de los Cedros,010,10-135
01900,Jardines del Pedregal,010,10-091
01904,San Jerónimo Aculco,010,
02000,Centro de Azcapotzalco,002,02-007
02010,Los Reyes,002,02-045
02010,San Rafael,002,02-086
02010,Nuevo Barrio San Rafael,002,02-086
02020,San Marcos,002,02-080
02020,Santo Tomás,002,02-099
02040,Del Maestro,002,02-017
02040,San Sebastián,002,02-088
02050,Libertad,002,02-044
02050,Santa María Malinalco,002,02-096
02060,Sindicato Mexicano de Electricistas,002,02-101
02060,Un Hogar Para Cada Trabajador,002,02-107
02070,Del Recreo,002,02-018
02070,Nextengo,002,02-049
02080,Clavería,002,02-008
02080,Sector Naval,002,02-100
02090,San Álvaro,002,02-070
02099,Ángel Zimbrón,002,02-005
02100,El Rosario,002,02-023
02120,San Martín Xochinahuac,002,02-081
02128,Nueva El Rosario,002,02-050
02129,Nueva España,002,02-051
02130,Tierra Nueva,002,02-103
02140,Santa Inés,002,02-094
02150,Pasteros,002,02-056
02160,Santo Domingo,002,02-098
02200,Reynosa Tamaulipas,002,02-067
02230,Santa Bárbara,002,02-090
02240,San Andrés,002,02-071
02250,Santa Catarina,002,02-091
02300,Industrial Vallejo,002,02-036
02310,Ferrería,002,02-028
02320,San Andrés de las Salinas,002,02-042
02330,Huautla de las Salinas,002,02-034
02340,Santa Cruz de las Salinas,002,02-093
02360,Las Salinas,002,02-042
02400,San Juan Tlihuaca,002,02-079
02410,Prados del Rosario,002,02-063
02420,Ex-Hacienda El Rosario,002,02-027
02440,Providencia,002,02-066
02459,Tezozomoc,002,02-102
02460,La Preciosa,002,02-040
02470,Ampliación Petrolera,002,02-059
02480,Petrolera,002,02-059
02490,San Mateo,002,02-082
02500,Unidad Cuitláhuac,002,
02519,El Jagüey,002,
02520,Estación Pantaco,002,
02530,Jardín Azpeitia,002,02-038
02600,Pro-Hogar,002,
02630,Coltongo,002,02-009
02640,Monte Alto,002,02-048
02650,Trabajadores de Hierro,002,02-106
02660,Euzkadi,002,02-026
02670,Cosmopolita,002,02-010
02680,Potrero del Llano,002,02-062
02700,San Miguel Amantla,002,02-069
02710,San Pedro Xalpa,002,02-085
02719,Ampliación San Pedro Xalpa,002,02-112
02720,San Antonio,002,02-074
02720,San Bartolo Cahualtongo,002,02-075
02730,San Francisco Tetecala,002,02-077
02750,Santiago Ahuizotla,002,02-097
02760,Industrial San Antonio,002,
02760,Santa Lucía,002,02-095
02770,Santa Cruz Acayucan,002,02-092
02780,Plenitud,002,02-060
02790,Santa Apolonia,002,02-089
02800,Nueva Santa María,002,02-052
02810,Ignacio Allende,002,02-035
02810,Victoria de las Democracias,002,02-108
02830,San Bernabé,002,02-076
02840,Obrero Popular,002,02-054
02860,Tlatilco,002,02-104
02870,San Salvador Xochimanca,002,02-087
02900,Aguilera,002,02-001
02910,Aldana,002,02-002
02920,Ampliación Cosmopolita,002,02-010
02930,Liberación,002,02-043
02940,Porvenir,002,02-061
02950,Del Gas,002,02-015
02960,San Francisco Xocotitla,002,02-078
02970,Ampliación Del Gas,002,02-015
02980,Arenal,002,02-006
02980,Patrimonio Familiar,002,02-057
02990,La Raza,002,02-041
03000,Piedad Narvarte,014,14-036
03010,Atenor Salas,014,14-007
03020,Narvarte Poniente,014,14-060
03023,Narvarte Oriente,014,14-060
03100,Del Valle Centro,014,14-053
03100,Insurgentes San Borja,014,14-018
03103,Del Valle Norte,014,14-053
03104,Del Valle Sur,014,14-053
03200,Tlacoquemécatl,014,14-046
03230,Actipan,014,14-002
03240,Acacias,014,14-001
03300,Portales Sur,014,14-066
03303,Portales Norte,014,14-066
03310,Santa Cruz Atoyac,014,14-045
03320,Residencial Emperadores,014,14-040
03330,Xoco,014,14-049
03340,General Pedro María Anaya,014,14-015
03400,Álamos,014,14-051
03410,Postal,014,14-039
03420,Miguel Alemán,014,14-024
03430,Josefa Ortiz de Domínguez,014,14-020
03440,Niños Héroes,014,14-031
03500,Nativitas,014,14-030
03510,Moderna,014,14-027
03520,Iztaccihuatl,014,14-019
03530,Villa de Cortés,014,14-048
03540,Del Carmen,014,14-022
03550,Zacahuitzco,014,14-050
03560,Albert,014,14-004
03570,Portales Oriente,014,14-038
03580,Miravalle,014,14-025
03590,Ermita,014,14-013
03600,Vértiz Narvarte,014,14-047
03610,Américas Unidas,014,
03620,Periodista,014,14-035
03630,Independencia,014,14-016
03640,Del Lago,014,
03650,Letrán Valle,014,14-021
03660,San Simón Ticumac,014,14-044
03700,Santa María Nonoalco,014,14-033
03710,Ciudad de los Deportes,014,14-009
03720,Nochebuena,014,
03730,San Juan,014,14-042
03740,Extremadura Insurgentes,014,14-014
03800,San Pedro de los Pinos,014,14-043
03810,Nápoles,014,14-028
03820,8 de Agosto,014,14-034
03840,Ampliación Nápoles,014,14-028
03900,San José Insurgentes,014,14-041
03910,Mixcoac,014,14-026
03920,Insurgentes Mixcoac,014,14-017
03930,Merced Gómez,014,14-023
03940,Crédito Constructor,014,14-010
04000,Villa Coyoacán,003,03-114
04010,Santa Catarina,003,03-106
04020,La Concepción,003,03-065
04030,San Lucas,003,03-103
04040,Parque San Andrés,003,03-085
04100,Del Carmen,003,03-037
04120,San Diego Churubusco,003,03-100
04120,San Mateo,003,03-104
04200,Campestre Churubusco,003,03-012
04210,Churubusco Country Club,003,03-025
04230,Prado Churubusco,003,03-094
04240,Hermosillo,003,03-053
04250,Paseos de Taxqueña,003,03-133
04260,San Francisco Culhuacán Barrio de San Francisco,003,03-101
04260,San Francisco Culhuacán Barrio de La Magdalena,003,03-101
04260,San Francisco Culhuacán Barrio de Santa Ana,003,03-101
04260,San Francisco Culhuacán Barrio de San Juan,003,03-101
04300,Ajusco,003,03-003
04310,Romero de Terreros,003,03-098
04318,Oxtopulco Universidad,003,03-084
04320,Cuadrante de San Francisco,003,03-035
04320,Pedregal de San Francisco,003,03-089
04330,El Rosedal,003,03-046
04330,Los Reyes,003,03-078
04330,Del Niño Jesús,003,03-038
04340,Copilco El Bajo,003,03-023
04360,Copilco El Alto,003,03-022
04360,Copilco Universidad,003,03-024
04369,Pedregal de Santo Domingo,003,03-139
04370,Atlántida,003,03-007
04370,Ciudad Jardín,003,03-020
04380,El Rosario,003,03-097
04380,La Candelaria,003,03-036
04390,Huayamilpas,003,03-003
04390,Estudiantes de 1968,003,
04400,Educación,003,03-039
04410,Petrolera Taxqueña,003,03-092
04420,Ex-Ejido de San Francisco Culhuacán,003,03-101
04440,Culhuacán CTM Sección V,003,
04440,Culhuacán CTM Sección II,003,
04440,Culhuacán CTM Sección I,003,
04450,El Centinela,003,03-042
04460,Avante,003,03-008
04470,Presidentes Ejidales 1a Sección,003,03-096
04470,Presidentes Ejidales 2a Sección,003,03-096
04480,Culhuacán CTM Sección VI,003,03-030
04480,Culhuacán CTM Sección III,003,
04480,Culhuacán CTM CROC,003,03-026
04480,Culhuacán CTM Sección X-A,003,
04489,Culhuacán CTM Sección VII,003,03-031
04490,Culhuacán CTM Sección Piloto,003,03-093
04490,Culhuacán CTM Canal Nacional,003,
04500,Jardines del Pedregal de San Ángel,003,03-062
04510,Universidad Nacional Autónoma de México,003,
04519,La Otra Banda,003,
04530,Insurgentes Cuicuilco,003,03-059
04600,Pedregal de Santa Úrsula,003,03-135
04610,Xotepingo,003,03-125
04620,San Pablo Tepetlapa,003,03-105
04630,Adolfo Ruiz Cortínes,003,03-126
04640,El Reloj,003,03-045
04650,Santa Úrsula Coapa,003,03-109
04660,Joyas del Pedregal,003,03-062
04700,Pedregal de Carrasco,003,03-087
04710,Olímpica,003,03-083
04730,Cantil del Pedregal,003,03-016
04730,Bosques de Tetlameya,003,03-009
04739,El Caracol,003,03-041
04800,Alianza Popular Revolucionaria,003,03-131
04800,Los Cedros,003,03-071
04810,Prados de Coyoacán,003,03-095
04815,Emiliano Zapata,003,03-048
04830,Los Cipreses,003,03-072
04840,Ex-Ejido de San Pablo Tepetlapa,003,03-105
04870,Espartaco,003,03-050
04890,Jardines de Coyoacán,003,03-061
04890,Los Olivos,003,03-076
04899,El Parque de Coyoacán,003,03-044
04909,Culhuacán CTM Sección VIII,003,03-033
04909,Culhuacán CTM Sección IX-A,003,
04909,Culhuacán CTM Sección IX-B,003,
04910,Carmen Serdán,003,03-017
04918,Cafetales,003,03-010
04919,Emiliano Zapata Fraccionamiento Popular,003,03-048
04920,Los Girasoles,003,03-073
04929,Las Campanas,003,03-069
04930,Santa Cecilia,003,03-107
04938,Campestre Coyoacán,003,03-013
04939,Culhuacán CTM Sección X,003,
04940,Los Sauces,003,03-080
04950,El Mirador,003,03-043
04960,Villa Quietud,003,03-122
04970,Haciendas de Coyoacán,003,03-052
04980,Ex-Ejido de Santa Úrsula Coapa,003,03-109
04980,Ex-Hacienda Coapa,003,03-051
04980,Viejo Ejido de Santa Úrsula Coapa,003,03-113
05000,Cuajimalpa,004,04-056
05010,Zentlapatl,004,04-052
05020,Loma del Padre,004,04-030
05030,San Pedro,004,04-056
05030,La Manzanita,004,
05050,San Pablo Chimalpa,004,04-047
05100,Lomas de Vista Hermosa,004,04-032
05110,Cooperativa Palo Alto,004,
05118,Granjas Palo Alto,004,04-038
05119,Campestre Palo Alto,004,
05120,Bosques de las Lomas,004,04-006
05129,Lomas del Chamizal,004,04-033
05200,San José de los Cedros,004,04-058
05219,Granjas Navidad,004,
05220,Tepetongo,004,04-050
05230,El Ébano,004,
05240,El Molino,004,04-017
05260,Jesús del Monte,004,04-022
05269,Amado Nervo,004,04-005
05270,Manzanastitla,004,04-034
05280,Adolfo López Mateos,004,04-002
05310,El Molinito,004,04-016
05320,El Yaqui,004,04-019
05330,Lomas de Memetla,004,04-031
05330,Memetla,004,04-035
05330,Ampliación Memetla,004,04-035
05330,Ampliación el Yaqui,004,04-019
05348,Santa Fe Cuajimalpa,004,
05360,Locaxco,004,
05370,Las Tinajas,004,04-028
05379,Lomas de San Pedro,004,
05400,El Tianguillo,004,04-018
05410,San Lorenzo Acopilco,004,04-045
05410,1° de Mayo,004,04-054
05500,Contadero,004,04-015
05520,La Venta,004,04-025
05530,Abdías García Soto,004,04-001
05600,San Mateo Tlaltenango,004,04-046
05610,Santa Rosa Xochiac,004,
05700,Cruz Blanca,004,04-011
05710,Las Maromas,004,
05730,Xalpa,004,04-051
05750,La Pila,004,04-023
05760,Las Lajas,004,04-026
05780,Agua Bendita,004,04-003
05790,Puerto Las Cruces,004,04-060
06000,Centro (Área 1),015,15-037
06010,Centro (Área 2),015,15-037
06020,Centro (Área 3),015,15-037
06030,Tabacalera,015,15-031
06040,Centro (Área 4),015,15-037
06050,Centro (Área 5),015,15-037
06060,Centro (Área 6),015,15-037
06070,Centro (Área 7),015,15-037
06080,Centro (Área 8),015,15-037
06090,Centro (Área 9),015,15-037
06100,Hipódromo,015,15-012
06140,Condesa,015,15-008
06170,Hipódromo Condesa,015,15-016
06200,Morelos,015,15-056
06220,Peralvillo,015,15-012
06240,Valle Gómez,015,15-033
06250,Ex-Hipódromo de Peralvillo,015,15-012
06270,Maza,015,15-018
06280,Felipe Pescador,015,15-013
06300,Guerrero,015,15-050
06350,Buenavista,015,15-035
06400,Santa María la Ribera,015,15-075
06430,Santa María Insurgentes,015,15-029
06450,Atlampa,015,15-004
06470,San Rafael,015,15-073
06500,Cuauhtémoc,015,15-009
06600,Juárez,015,15-017
06700,Roma Norte,015,15-068
06720,Doctores,015,15-045
06760,Roma Sur,015,15-071
06780,Buenos Aires,015,15-006
06800,Obrera,015,15-062
06820,Tránsito,015,15-032
06840,Esperanza,015,15-011
06850,Asturias,015,15-002
06860,Vista Alegre,015,15-034
06870,Paulino Navarro,015,15-022
06880,Algarin,015,15-001
06890,Ampliación Asturias,015,15-002
06900,Nonoalco Tlatelolco,015,
06920,San Simón Tolnáhuac,015,15-027
07000,Aragón la Villa,005,05-006
07010,Rosas del Tepeyac,005,05-148
07010,Santa Isabel Tola,005,05-170
07010,Tepetates,005,
07020,Tepeyac Insurgentes,005,05-181
07040,Santiago Atzacoalco,005,05-174
07050,Villa Gustavo A. Madero,005,05-199
07058,15 de Agosto,005,05-206
07060,Estanzuela,005,05-054
07069,Triunfo de La República,005,05-190
07070,La Cruz,005,05-095
07070,Dinamita,005,
07070,Martín Carrera,005,05-227
07080,Gabriel Hernández,005,05-063
07089,Ampliación Gabriel Hernández,005,05-063
07090,C.T.M. Atzacoalco,005,
07090,C.T.M. El Risco,005,
07100,Cuautepec Barrio Alto,005,05-034
07100,San Miguel,005,05-165
07109,San Antonio,005,05-150
07110,Lomas de Cuautepec,005,05-115
07119,Malacates,005,05-120
07119,Ampliación Malacates,005,05-120
07130,Compositores Mexicanos,005,05-028
07130,El Tepetatal,005,05-180
07140,Arboledas,005,05-007
07140,Ampliación Arboledas,005,
07140,Forestal,005,05-098
07140,Forestal I,005,05-098
07144,Forestal II,005,05-098
07144,La Lengüeta,005,
07149,Parque Metropolitano,005,05-135
07150,Juventino Rosas,005,05-092
07150,La Casilda,005,05-094
07160,Loma La Palma,005,05-114
07164,Luis Donaldo Colosio,005,05-118
07164,Tlacaélel,005,05-182
07164,Graciano Sánchez,005,05-069
07164,Prados de Cuautepec,005,05-139
07170,Palmatitla,005,05-132
07180,Cocoyotes,005,05-026
07180,General Felipe Berriozabal,005,05-065
07180,Ampliación Cocoyotes,005,05-026
07183,6 de Junio,005,05-211
07187,Vista Hermosa,005,05-202
07188,Tlalpexco,005,05-184
07189,Ahuehuetes,005,05-003
07190,Valle de Madero,005,05-192
07199,Del Carmen,005,05-049
07200,Cuautepec de Madero,005,05-033
07207,Del Bosque,005,05-038
07209,Guadalupe Victoria Cuautepec,005,05-075
07210,Chalma de Guadalupe,005,05-219
07214,Ampliación Chalma de Guadalupe,005,05-219
07220,Castillo Chico,005,05-020
07220,Castillo Grande,005,05-021
07224,Ampliación Castillo Grande,005,05-021
07230,Zona Escolar,005,05-205
07239,Zona Escolar Oriente,005,05-205
07240,El Arbolillo,005,05-045
07250,Benito Juárez,005,05-011
07259,Ampliación Benito Juárez,005,05-011
07268,Solidaridad Nacional,005,05-177
07270,Residencial Acueducto de Guadalupe,005,05-001
07279,Acueducto de Guadalupe,005,05-001
07280,Jorge Negrete,005,05-086
07290,La Pastora,005,05-106
07300,Lindavista Norte,005,05-225
07300,Lindavista Sur,005,05-225
07310,Candelaria Ticomán,005,05-093
07320,La Purísima Ticomán,005,05-111
07320,Residencial la Escalera,005,05-145
07330,Santa María Ticomán,005,
07340,La Laguna Ticomán,005,05-104
07340,San José Ticomán,005,05-154
07350,Guadalupe Ticomán,005,05-164
07350,San Juan y Guadalupe Ticomán,005,05-164
07359,San Rafael Ticomán,005,05-169
07360,San Pedro Zacatenco,005,05-168
07369,Residencial Zacatenco,005,05-146
07370,Capultitlan,005,05-018
07380,Maximino Ávila Camacho,005,05-126
07380,Tlacamaca,005,05-183
07400,Salvador Díaz Mirón,005,05-149
07410,Juan González Romero,005,05-091
07410,Villa Hermosa,005,05-200
07420,El Coyol,005,05-050
07420,Nueva Atzacoalco,005,05-229
07430,Del Obrero,005,05-039
07440,Vasco de Quiroga,005,05-196
07450,DM Nacional,005,05-040
07455,Ferrocarrilera,005,05-060
07456,LI Legislatura,005,05-210
07460,Granjas Modernas,005,
07469,Constitución de la República,005,05-029
07470,Ampliación San Juan de Aragón,005,05-156
07480,San Pedro El Chico,005,05-167
07500,La Pradera,005,05-108
07509,Pradera II Sección,005,05-108
07510,San Felipe de Jesús,005,05-237
07520,25 de Julio,005,05-208
07530,Campestre Aragón,005,05-215
07540,La Esmeralda,005,05-096
07550,Providencia,005,05-143
07560,Ampliación Providencia,005,05-234
07570,Villa de Aragón,005,05-213
07580,Ampliación Casas Alemán,005,05-218
07600,Progreso Nacional,005,05-141
07620,Santa Rosa,005,05-171
07630,San José de la Escalera,005,05-153
07640,Santiago Atepetlac,005,05-172
07650,Ampliación Progreso Nacional,005,05-232
07670,Guadalupe Proletaria,005,05-072
07680,Ampliación Guadalupe Proletaria,005,05-072
07700,Nueva Industrial Vallejo,005,05-129
07707,Siete Maravillas,005,05-176
07708,Torres Lindavista,005,05-188
07720,Lindavista Vallejo I Sección,005,05-225
07730,Churubusco Tepeyac,005,05-025
07730,Montevideo,005,
07730,San Bartolo Atepehuacan,005,05-151
07739,Planetario Lindavista,005,05-137
07740,Valle del Tepeyac,005,05-193
07750,Nueva Vallejo,005,05-131
07754,Lindavista Vallejo III Sección,005,05-225
07755,Lindavista Vallejo II Sección,005,05-226
07760,Magdalena de las Salinas,005,05-119
07770,Panamericana,005,05-133
07770,Ampliación Panamericana,005,05-133
07780,Defensores de La República,005,05-037
07780,Héroe de Nacozari,005,05-077
07790,Guadalupe Victoria,005,05-075
07790,Vallejo Poniente,005,05-195
07800,Industrial,005,05-129
07810,Estrella,005,05-055
07820,Aragón Inguarán,005,05-005
07820,Tres Estrellas,005,05-189
07830,Gertrudis Sánchez 1a Sección,005,05-066
07838,Gertrudis Sánchez 3a Sección,005,05-068
07839,Gertrudis Sánchez 2a Sección,005,05-067
07840,Guadalupe Tepeyac,005,05-074
07840,7 de Noviembre,005,05-212
07850,Bondojito,005,05-013
07850,Faja de Oro,005,05-058
07858,Ampliación Emiliano Zapata,005,05-052
07859,Ampliación Mártires de Río Blanco,005,05-124
